level,key,unit,period,macro,n_tokens,zero_share,n,r,p_r,rho,p_rho,q_rho,eligible,unit_level
layer,pc_chair,could,H2,vix,321,0.0,43,-0.1965,0.2066,-0.256,0.0976,0.3384,True,modal
layer,pc_chair,may,T1,cfnai,485,0.013,80,0.0239,0.8333,0.0192,0.866,0.9526,True,modal
layer,pc_chair,may,T1,vix,485,0.013,80,-0.0125,0.9125,-0.0236,0.8357,0.8913,True,modal
layer,pc_chair,may,T2,cfnai,424,0.0,71,-0.0533,0.659,-0.0507,0.6744,0.8353,True,modal
layer,pc_chair,may,T2,vix,424,0.0,71,-0.0643,0.5944,-0.0849,0.4816,0.6054,True,modal
layer,pc_chair,may,T3,cfnai,562,0.011,92,0.0243,0.8178,0.0318,0.7633,0.9596,True,modal
layer,pc_chair,may,T3,vix,562,0.011,92,-0.038,0.7193,-0.0487,0.6448,0.7668,True,modal
layer,pc_chair,may,H2,cfnai,266,0.0,43,-0.0626,0.69,-0.0597,0.7038,0.8363,True,modal
layer,pc_chair,may,H2,vix,266,0.0,43,-0.0321,0.8379,-0.0612,0.6968,0.9179,True,modal
layer,pc_chair,should,T1,cfnai,497,0.013,80,0.0929,0.4123,0.1735,0.1238,0.6054,True,modal
layer,pc_chair,should,T1,vix,497,0.013,80,-0.0115,0.9192,0.0376,0.7404,0.8353,True,modal
layer,pc_chair,should,T2,cfnai,436,0.014,71,0.0375,0.7561,0.1019,0.3976,0.6805,True,modal
layer,pc_chair,should,T2,vix,436,0.014,71,-0.0036,0.9761,-0.0222,0.8542,0.8753,True,modal
layer,pc_chair,should,T3,cfnai,575,0.011,92,0.0867,0.4114,0.1349,0.1997,0.6758,True,modal
layer,pc_chair,should,T3,vix,575,0.011,92,0.0351,0.7396,0.1214,0.2491,0.3992,True,modal
layer,pc_chair,should,H2,cfnai,250,0.023,43,0.0563,0.7197,0.1113,0.4774,0.7257,True,modal
layer,pc_chair,should,H2,vix,250,0.023,43,0.054,0.7309,0.1276,0.4148,0.6568,True,modal
layer,pc_chair,will,T1,cfnai,4341,0.0,80,0.14,0.2156,0.1239,0.2736,0.7521,True,modal
layer,pc_chair,will,T1,vix,4341,0.0,80,0.3587,0.0011,0.3114,0.0049,0.031,True,modal
layer,pc_chair,will,T2,cfnai,3725,0.0,71,0.2246,0.0597,0.1393,0.2466,0.5344,True,modal
layer,pc_chair,will,T2,vix,3725,0.0,71,0.277,0.0194,0.3134,0.0078,0.0311,True,modal
layer,pc_chair,will,T3,cfnai,4942,0.0,92,0.1285,0.2221,0.0766,0.4679,0.824,True,modal
layer,pc_chair,will,T3,vix,4942,0.0,92,0.3096,0.0027,0.2483,0.017,0.0495,True,modal
layer,pc_chair,will,H2,cfnai,2524,0.0,43,0.2868,0.0622,0.2287,0.1402,0.3904,True,modal
layer,pc_chair,will,H2,vix,2524,0.0,43,0.1719,0.2703,0.2359,0.1278,0.3384,True,modal
layer,pc_chair,would,T1,cfnai,3127,0.0,80,0.149,0.1873,0.2001,0.0751,0.524,True,modal
layer,pc_chair,would,T1,vix,3127,0.0,80,-0.1241,0.2727,-0.0986,0.3841,0.4971,True,modal
layer,pc_chair,would,T2,cfnai,2798,0.0,71,0.0558,0.644,0.1418,0.238,0.5344,True,modal
layer,pc_chair,would,T2,vix,2798,0.0,71,0.0275,0.8197,-0.0347,0.7738,0.8512,True,modal
layer,pc_chair,would,T3,cfnai,3573,0.0,92,0.1376,0.191,0.1697,0.1059,0.5533,True,modal
layer,pc_chair,would,T3,vix,3573,0.0,92,-0.0803,0.447,-0.0397,0.7074,0.8191,True,modal
layer,pc_chair,would,H2,cfnai,1756,0.0,43,0.0835,0.5944,0.2047,0.188,0.4402,True,modal
layer,pc_chair,would,H2,vix,1756,0.0,43,0.1363,0.3836,0.0879,0.5752,0.8095,True,modal
layer,speech_chair,ALL,T1,cfnai,3203,0.0,124,-0.0885,0.3286,-0.0957,0.2906,0.7521,True,modal
layer,speech_chair,ALL,T1,vix,3203,0.0,124,0.0939,0.2997,-0.0171,0.8507,0.8913,True,modal
layer,speech_chair,ALL,T2,cfnai,3075,0.0,118,-0.0931,0.3159,-0.0742,0.4246,0.6805,True,modal
layer,speech_chair,ALL,T2,vix,3075,0.0,118,-0.0617,0.5066,-0.0742,0.4242,0.6054,True,modal
layer,speech_chair,ALL,T3,cfnai,4720,0.0,174,-0.096,0.2076,-0.1314,0.084,0.5281,True,modal
layer,speech_chair,ALL,T3,vix,4720,0.0,174,0.076,0.3189,-0.0076,0.9209,0.9209,True,modal
layer,speech_chair,ALL,H1,cfnai,2348,0.0,73,-0.1166,0.3257,-0.1561,0.1872,0.4339,True,modal
layer,speech_chair,ALL,H1,vix,2348,0.0,73,-0.0759,0.5231,-0.1034,0.3841,0.8348,True,modal
layer,speech_chair,ALL,H2,cfnai,727,0.0,45,-0.073,0.6336,-0.0404,0.7922,0.8363,True,modal
layer,speech_chair,ALL,H2,vix,727,0.0,45,-0.0328,0.8307,0.031,0.84,0.9652,True,modal
layer,speech_chair,can,T1,cfnai,514,0.121,124,-0.3423,0.0001,-0.0302,0.7393,0.9526,True,modal
layer,speech_chair,can,T1,vix,514,0.121,124,0.2549,0.0043,0.1454,0.1072,0.2144,True,modal
layer,speech_chair,can,T2,cfnai,483,0.127,118,0.0929,0.3172,0.0728,0.4331,0.6805,True,modal
layer,speech_chair,can,T2,vix,483,0.127,118,0.0601,0.5182,0.0767,0.4089,0.6054,True,modal
layer,speech_chair,can,T3,cfnai,810,0.103,174,-0.3114,0.0,-0.0794,0.2978,0.7278,True,modal
layer,speech_chair,can,T3,vix,810,0.103,174,0.2252,0.0028,0.1213,0.1108,0.2322,True,modal
layer,speech_chair,can,H1,cfnai,373,0.096,73,0.0461,0.6983,-0.0124,0.9174,0.9174,True,modal
layer,speech_chair,can,H1,vix,373,0.096,73,0.1931,0.1016,0.1197,0.3131,0.8348,True,modal
layer,speech_chair,can,H2,cfnai,110,0.178,45,0.2136,0.1588,0.2182,0.15,0.3904,True,modal
layer,speech_chair,can,H2,vix,110,0.178,45,0.1627,0.2857,0.2771,0.0654,0.3024,True,modal
layer,speech_chair,could,T1,cfnai,355,0.355,124,0.1104,0.2223,-0.0114,0.9002,0.9526,True,modal
layer,speech_chair,could,T1,vix,355,0.355,124,-0.1496,0.0971,-0.153,0.0898,0.1881,True,modal
layer,speech_chair,could,T2,cfnai,341,0.347,118,0.0136,0.8834,-0.0473,0.6111,0.8337,True,modal
layer,speech_chair,could,T2,vix,341,0.347,118,-0.1683,0.0685,-0.1631,0.0777,0.1798,True,modal
layer,speech_chair,could,T3,cfnai,496,0.339,174,0.0882,0.247,-0.0434,0.5699,0.8646,True,modal
layer,speech_chair,could,T3,vix,496,0.339,174,-0.1081,0.1558,-0.0869,0.254,0.3992,True,modal
layer,speech_chair,could,H1,cfnai,279,0.315,73,-0.0241,0.8393,-0.1033,0.3846,0.5327,True,modal
layer,speech_chair,could,H1,vix,279,0.315,73,-0.1793,0.129,-0.1686,0.154,0.607,True,modal
layer,speech_chair,could,H2,cfnai,62,0.4,45,0.0721,0.638,0.0572,0.7089,0.8363,True,modal
layer,speech_chair,could,H2,vix,62,0.4,45,-0.0947,0.5363,-0.0519,0.7347,0.9179,True,modal
layer,speech_chair,may,T1,cfnai,382,0.266,124,0.0428,0.6371,-0.06,0.508,0.9526,True,modal
layer,speech_chair,may,T1,vix,382,0.266,124,-0.1209,0.181,-0.11,0.2238,0.3453,True,modal
layer,speech_chair,may,T2,cfnai,375,0.254,118,-0.1688,0.0676,-0.103,0.2672,0.5344,True,modal
layer,speech_chair,may,T2,vix,375,0.254,118,-0.0567,0.5416,-0.0718,0.4399,0.6054,True,modal
layer,speech_chair,may,T3,cfnai,562,0.253,174,0.0368,0.6293,-0.0402,0.5987,0.8781,True,modal
layer,speech_chair,may,T3,vix,562,0.253,174,-0.0968,0.2037,-0.0621,0.4154,0.5492,True,modal
layer,speech_chair,may,H1,cfnai,308,0.219,73,-0.0996,0.4016,-0.0498,0.6754,0.7205,True,modal
layer,speech_chair,may,H1,vix,308,0.219,73,-0.0373,0.7542,0.0158,0.8943,0.9414,True,modal
layer,speech_chair,may,H2,cfnai,67,0.311,45,-0.2899,0.0534,-0.216,0.1541,0.3904,True,modal
layer,speech_chair,may,H2,vix,67,0.311,45,0.0798,0.6022,-0.0048,0.975,0.975,True,modal
layer,speech_chair,should,T1,cfnai,210,0.452,124,0.0593,0.5127,-0.0079,0.9309,0.9526,True,modal
layer,speech_chair,should,T1,vix,210,0.452,124,0.0166,0.8545,-0.1926,0.0321,0.0882,True,modal
layer,speech_chair,should,T2,cfnai,205,0.449,118,-0.0761,0.4129,-0.0355,0.7024,0.8353,True,modal
layer,speech_chair,should,T2,vix,205,0.449,118,-0.1192,0.1985,-0.1906,0.0387,0.1002,True,modal
layer,speech_chair,should,T3,cfnai,343,0.408,174,0.0399,0.6013,-0.0676,0.3756,0.787,True,modal
layer,speech_chair,should,T3,vix,343,0.408,174,0.0773,0.3106,-0.0594,0.4361,0.5492,True,modal
layer,speech_chair,should,H1,cfnai,174,0.329,73,0.2,0.0898,0.1381,0.2441,0.4339,True,modal
layer,speech_chair,should,H1,vix,174,0.329,73,-0.0755,0.5257,-0.0389,0.7436,0.8485,True,modal
layer,speech_chair,should,H2,cfnai,31,0.644,45,-0.2388,0.1142,-0.2822,0.0604,0.3076,False,modal
layer,speech_chair,should,H2,vix,31,0.644,45,-0.0612,0.6899,-0.1546,0.3107,0.5785,False,modal
layer,speech_chair,will,T1,cfnai,1169,0.04,124,-0.0772,0.3943,-0.099,0.274,0.7521,True,modal
layer,speech_chair,will,T1,vix,1169,0.04,124,0.1667,0.0643,0.1022,0.2587,0.3557,True,modal
layer,speech_chair,will,T2,cfnai,1118,0.042,118,-0.0331,0.7221,-0.0767,0.4094,0.6805,True,modal
layer,speech_chair,will,T2,vix,1118,0.042,118,0.0921,0.321,0.0686,0.4606,0.6054,True,modal
layer,speech_chair,will,T3,cfnai,1669,0.046,174,-0.0781,0.3056,-0.091,0.2325,0.6853,True,modal
layer,speech_chair,will,T3,vix,1669,0.046,174,0.1206,0.1131,0.0757,0.3211,0.4558,True,modal
layer,speech_chair,will,H1,cfnai,776,0.027,73,-0.1613,0.1727,-0.1487,0.2093,0.4339,True,modal
layer,speech_chair,will,H1,vix,776,0.027,73,0.0197,0.8687,0.0369,0.7565,0.8485,True,modal
layer,speech_chair,will,H2,cfnai,342,0.067,45,0.0157,0.9182,-0.0029,0.9849,0.9849,True,modal
layer,speech_chair,will,H2,vix,342,0.067,45,-0.1083,0.4787,-0.1531,0.3153,0.5785,True,modal
layer,speech_chair,would,T1,cfnai,573,0.202,124,0.1196,0.186,-0.0527,0.5609,0.9526,True,modal
layer,speech_chair,would,T1,vix,573,0.202,124,-0.1138,0.2082,-0.2088,0.0199,0.0627,True,modal
layer,speech_chair,would,T2,cfnai,553,0.203,118,-0.1242,0.1803,-0.1034,0.2652,0.5344,True,modal
layer,speech_chair,would,T2,vix,553,0.203,118,-0.1623,0.0792,-0.2268,0.0135,0.0458,True,modal
layer,speech_chair,would,T3,cfnai,840,0.161,174,0.0942,0.2164,-0.068,0.3725,0.787,True,modal
layer,speech_chair,would,T3,vix,840,0.161,174,-0.1375,0.0705,-0.2162,0.0042,0.0167,True,modal
layer,speech_chair,would,H1,cfnai,438,0.151,73,-0.1391,0.2405,-0.1803,0.127,0.4063,True,modal
layer,speech_chair,would,H1,vix,438,0.151,73,-0.2694,0.0212,-0.248,0.0344,0.275,True,modal
layer,speech_chair,would,H2,cfnai,115,0.289,45,-0.099,0.5177,-0.0442,0.773,0.8363,True,modal
layer,speech_chair,would,H2,vix,115,0.289,45,0.0707,0.6444,0.0212,0.89,0.9652,True,modal
layer,statement,ALL,T1,cfnai,770,0.0,101,-0.0573,0.569,-0.1242,0.2158,0.7058,True,modal
layer,statement,ALL,T1,vix,770,0.0,101,0.0086,0.9323,0.0613,0.5425,0.6631,True,modal
layer,statement,ALL,T2,cfnai,697,0.0,91,-0.1355,0.2004,-0.1783,0.0909,0.4535,True,modal
layer,statement,ALL,T2,vix,697,0.0,91,0.0699,0.5105,0.0449,0.6729,0.7791,True,modal
layer,statement,ALL,T3,cfnai,1007,0.0,133,-0.0555,0.5259,-0.0964,0.2697,0.6981,True,modal
layer,statement,ALL,T3,vix,1007,0.0,133,-0.1174,0.1785,-0.1156,0.185,0.3392,True,modal
layer,statement,ALL,H1,cfnai,397,0.0,48,0.1574,0.2852,0.1747,0.2351,0.4339,True,modal
layer,statement,ALL,H1,vix,397,0.0,48,-0.2815,0.0526,-0.4048,0.0043,0.0692,True,modal
layer,statement,ALL,H2,cfnai,300,0.0,43,-0.5054,0.0005,-0.5183,0.0004,0.007,True,modal
layer,statement,ALL,H2,vix,300,0.0,43,-0.4212,0.0049,-0.4722,0.0014,0.0264,True,modal
layer,statement,could,T1,cfnai,50,0.505,101,0.1416,0.1578,-0.0624,0.535,0.9526,True,modal
layer,statement,could,T1,vix,50,0.505,101,0.1793,0.0727,0.3319,0.0007,0.0068,True,modal
layer,statement,could,T2,cfnai,47,0.484,91,-0.079,0.4567,-0.1674,0.1127,0.4643,True,modal
layer,statement,could,T2,vix,47,0.484,91,0.4576,0.0,0.451,0.0,0.0002,True,modal
layer,statement,could,T3,cfnai,55,0.594,133,0.1259,0.1488,-0.0171,0.8452,0.9832,True,modal
layer,statement,could,T3,vix,55,0.594,133,0.093,0.2871,0.1823,0.0357,0.0874,True,modal
layer,statement,could,H1,cfnai,4,0.917,48,0.1142,0.4395,0.0935,0.5272,0.6025,False,modal
layer,statement,could,H1,vix,4,0.917,48,-0.1163,0.4312,-0.0829,0.5755,0.8485,False,modal
layer,statement,could,H2,cfnai,43,0.0,43,-0.6024,0.0,-0.4384,0.0033,0.0415,True,modal
layer,statement,could,H2,vix,43,0.0,43,0.0006,0.9969,-0.0119,0.9398,0.9652,True,modal
layer,statement,should,T1,cfnai,33,0.733,101,0.0254,0.8009,-0.012,0.9054,0.9526,False,modal
layer,statement,should,T1,vix,33,0.733,101,-0.2908,0.0032,-0.3372,0.0006,0.0068,False,modal
layer,statement,should,T2,cfnai,33,0.703,91,-0.0694,0.5132,-0.0279,0.7928,0.8749,False,modal
layer,statement,should,T2,vix,33,0.703,91,-0.2741,0.0086,-0.3054,0.0032,0.0204,False,modal
layer,statement,should,T3,cfnai,49,0.699,133,0.0124,0.887,-0.0608,0.4869,0.824,False,modal
layer,statement,should,T3,vix,49,0.699,133,-0.2949,0.0006,-0.3634,0.0,0.0004,False,modal
layer,statement,should,H1,cfnai,33,0.438,48,-0.1058,0.4741,-0.0857,0.5624,0.6205,False,modal
layer,statement,should,H1,vix,33,0.438,48,0.053,0.7205,-0.0589,0.6911,0.8485,False,modal
layer,statement,should,H2,cfnai,0,1.0,43,,,,,,False,modal
layer,statement,should,H2,vix,0,1.0,43,,,,,,False,modal
layer,statement,will,T1,cfnai,607,0.0,101,-0.2325,0.0193,-0.0492,0.6252,0.9526,True,modal
layer,statement,will,T1,vix,607,0.0,101,-0.0981,0.3289,-0.1864,0.062,0.1436,True,modal
layer,statement,will,T2,cfnai,543,0.0,91,-0.0669,0.5284,-0.0701,0.509,0.7465,True,modal
layer,statement,will,T2,vix,543,0.0,91,-0.296,0.0044,-0.3391,0.001,0.0097,True,modal
layer,statement,will,T3,cfnai,820,0.0,133,-0.2045,0.0182,-0.0504,0.5647,0.8646,True,modal
layer,statement,will,T3,vix,820,0.0,133,-0.1674,0.0541,-0.2593,0.0026,0.0126,True,modal
layer,statement,will,H1,cfnai,339,0.0,48,0.1965,0.1807,0.1789,0.2237,0.4339,True,modal
layer,statement,will,H1,vix,339,0.0,48,-0.3656,0.0106,-0.4435,0.0016,0.051,True,modal
layer,statement,will,H2,cfnai,204,0.0,43,-0.3503,0.0213,-0.3314,0.03,0.2847,True,modal
layer,statement,will,H2,vix,204,0.0,43,-0.3664,0.0157,-0.4157,0.0056,0.0677,True,modal
layer,statement,would,T1,cfnai,49,0.535,101,0.1529,0.1269,-0.0183,0.8561,0.9526,True,modal
layer,statement,would,T1,vix,49,0.535,101,0.1784,0.0742,0.3382,0.0005,0.0068,True,modal
layer,statement,would,T2,cfnai,46,0.516,91,0.0094,0.9296,-0.1064,0.3153,0.6032,True,modal
layer,statement,would,T2,vix,46,0.516,91,0.45,0.0,0.4553,0.0,0.0002,True,modal
layer,statement,would,T3,cfnai,51,0.632,133,0.1323,0.129,-0.01,0.9095,0.9832,False,modal
layer,statement,would,T3,vix,51,0.632,133,0.1056,0.2263,0.2206,0.0107,0.0363,False,modal
layer,statement,would,H1,cfnai,1,0.979,48,0.0999,0.4994,0.1212,0.412,0.5327,False,modal
layer,statement,would,H1,vix,1,0.979,48,-0.1672,0.256,-0.2158,0.1406,0.607,False,modal
layer,statement,would,H2,cfnai,45,0.0,43,-0.1764,0.2577,-0.1957,0.2085,0.4402,True,modal
layer,statement,would,H2,vix,45,0.0,43,-0.0524,0.7388,-0.0475,0.7622,0.9179,True,modal
