key,unit,period,macro,k,n,r,p_r,rho,p_rho
minutes,ALL,T2,cfnai,5,89,0.0139,0.8973,0.0125,0.9073
minutes,ALL,T2,cfnai,6,89,-0.1828,0.0864,0.0278,0.7961
minutes,ALL,T2,cfnai,7,88,-0.1379,0.2,0.0057,0.958
minutes,ALL,T2,cfnai,8,87,-0.0498,0.6471,0.0313,0.7735
minutes,ALL,T2,cfnai,9,87,0.1903,0.0775,0.0362,0.7392
minutes,ALL,T2,vix,-9,91,-0.1459,0.1677,-0.1136,0.2838
minutes,ALL,T2,vix,-8,91,-0.1451,0.1699,-0.1699,0.1073
minutes,ALL,T2,vix,-7,91,-0.1402,0.185,-0.1228,0.2462
minutes,ALL,T2,vix,-6,91,-0.0523,0.6228,-0.0631,0.5524
minutes,ALL,T2,vix,-5,91,-0.0757,0.4758,-0.0434,0.6828
minutes,ALL,T2,vix,-4,91,-0.141,0.1826,-0.1501,0.1556
minutes,ALL,T2,vix,-3,91,-0.1873,0.0754,-0.2252,0.0318
minutes,ALL,T2,vix,-2,91,-0.1195,0.2592,-0.1432,0.1757
minutes,ALL,T2,vix,-1,91,-0.1671,0.1135,-0.1714,0.1042
minutes,ALL,T2,vix,0,91,-0.114,0.2821,-0.0827,0.4358
minutes,ALL,T2,vix,1,91,-0.2088,0.047,-0.183,0.0825
minutes,ALL,T2,vix,2,91,-0.1338,0.2061,-0.1624,0.1242
minutes,ALL,T2,vix,3,91,-0.1019,0.3367,-0.1015,0.3385
minutes,ALL,T2,vix,4,90,-0.0764,0.4739,-0.0577,0.5888
minutes,ALL,T2,vix,5,89,0.1481,0.166,0.0661,0.5384
minutes,ALL,T2,vix,6,89,0.0769,0.4738,0.0097,0.9285
minutes,ALL,T2,vix,7,88,0.0552,0.6096,0.0239,0.825
minutes,ALL,T2,vix,8,87,0.0246,0.8214,0.0627,0.5642
minutes,ALL,T2,vix,9,87,0.0015,0.9887,-0.0045,0.967
minutes,can,T1,cfnai,-9,99,0.1035,0.3078,0.2198,0.0288
minutes,can,T1,cfnai,-8,99,0.1338,0.1869,0.2673,0.0075
minutes,can,T1,cfnai,-7,99,0.1003,0.3234,0.199,0.0483
minutes,can,T1,cfnai,-6,99,0.0863,0.3955,0.2599,0.0094
minutes,can,T1,cfnai,-5,99,0.0174,0.864,0.2992,0.0026
minutes,can,T1,cfnai,-4,99,0.0511,0.6157,0.3324,0.0008
minutes,can,T1,cfnai,-3,99,0.001,0.9922,0.2819,0.0047
minutes,can,T1,cfnai,-2,99,-0.1251,0.2172,0.2668,0.0076
minutes,can,T1,cfnai,-1,99,-0.1695,0.0934,0.1964,0.0514
minutes,can,T1,cfnai,0,99,-0.1364,0.1782,0.1562,0.1226
minutes,can,T1,cfnai,1,99,0.1278,0.2073,0.2027,0.0442
minutes,can,T1,cfnai,2,99,0.1821,0.0712,0.1436,0.1563
minutes,can,T1,cfnai,3,99,0.1539,0.1282,0.1281,0.2063
minutes,can,T1,cfnai,4,98,-0.0503,0.6229,0.1441,0.157
minutes,can,T1,cfnai,5,97,-0.0985,0.3371,0.0325,0.7517
minutes,can,T1,cfnai,6,97,0.0308,0.7648,0.001,0.9925
minutes,can,T1,cfnai,7,96,0.143,0.1646,0.086,0.405
minutes,can,T1,cfnai,8,95,0.156,0.1311,0.1051,0.3109
minutes,can,T1,cfnai,9,95,0.0669,0.5197,0.0754,0.4676
minutes,can,T1,vix,-9,99,0.1444,0.1538,0.1856,0.0659
minutes,can,T1,vix,-8,99,0.1665,0.0996,0.2573,0.0102
minutes,can,T1,vix,-7,99,0.1711,0.0905,0.2188,0.0296
minutes,can,T1,vix,-6,99,0.2488,0.013,0.2535,0.0113
minutes,can,T1,vix,-5,99,0.2547,0.011,0.2567,0.0103
minutes,can,T1,vix,-4,99,0.3143,0.0015,0.3855,0.0001
minutes,can,T1,vix,-3,99,0.4299,0.0,0.4098,0.0
minutes,can,T1,vix,-2,99,0.5695,0.0,0.519,0.0
minutes,can,T1,vix,-1,99,0.4645,0.0,0.4874,0.0
minutes,can,T1,vix,0,99,0.3692,0.0002,0.4754,0.0
minutes,can,T1,vix,1,99,0.3806,0.0001,0.4003,0.0
minutes,can,T1,vix,2,99,0.3097,0.0018,0.4357,0.0
minutes,can,T1,vix,3,99,0.3802,0.0001,0.3603,0.0002
minutes,can,T1,vix,4,98,0.4541,0.0,0.4208,0.0
minutes,can,T1,vix,5,97,0.255,0.0117,0.3853,0.0001
minutes,can,T1,vix,6,97,0.2851,0.0046,0.4136,0.0
minutes,can,T1,vix,7,96,0.247,0.0152,0.3273,0.0011
minutes,can,T1,vix,8,95,0.2586,0.0114,0.452,0.0
minutes,can,T1,vix,9,95,0.3009,0.003,0.3503,0.0005
minutes,could,T1,cfnai,-9,99,0.169,0.0946,-0.0079,0.9382
minutes,could,T1,cfnai,-8,99,0.1321,0.1924,0.025,0.8056
minutes,could,T1,cfnai,-7,99,-0.0125,0.902,-0.0656,0.5188
minutes,could,T1,cfnai,-6,99,-0.1516,0.134,-0.1079,0.2878
minutes,could,T1,cfnai,-5,99,-0.1032,0.3095,-0.1113,0.2728
minutes,could,T1,cfnai,-4,99,0.0272,0.789,-0.0467,0.6464
minutes,could,T1,cfnai,-3,99,0.0949,0.35,-0.0506,0.6192
minutes,could,T1,cfnai,-2,99,0.0312,0.7589,-0.093,0.3597
minutes,could,T1,cfnai,-1,99,-0.0295,0.7723,-0.1628,0.1074
minutes,could,T1,cfnai,0,99,-0.1415,0.1623,-0.1171,0.2482
minutes,could,T1,cfnai,1,99,-0.0398,0.6959,-0.0824,0.4176
minutes,could,T1,cfnai,2,99,-0.0608,0.5498,-0.1605,0.1125
minutes,could,T1,cfnai,3,99,-0.149,0.1411,-0.1851,0.0667
minutes,could,T1,cfnai,4,98,-0.1881,0.0636,-0.1616,0.112
minutes,could,T1,cfnai,5,97,-0.2597,0.0102,-0.2616,0.0096
minutes,could,T1,cfnai,6,97,-0.2469,0.0148,-0.1889,0.0638
minutes,could,T1,cfnai,7,96,-0.1327,0.1973,-0.0313,0.7619
minutes,could,T1,cfnai,8,95,-0.0594,0.5673,-0.0422,0.6846
minutes,could,T1,cfnai,9,95,0.2012,0.0505,0.0175,0.8664
minutes,could,T1,vix,-9,99,0.0306,0.7634,0.0605,0.5516
minutes,could,T1,vix,-8,99,0.0899,0.3761,0.0756,0.4572
minutes,could,T1,vix,-7,99,0.0826,0.4161,0.0994,0.3277
minutes,could,T1,vix,-6,99,0.0996,0.3267,0.0845,0.4058
minutes,could,T1,vix,-5,99,0.1137,0.2624,0.1317,0.1938
minutes,could,T1,vix,-4,99,-0.0263,0.7959,0.0512,0.615
minutes,could,T1,vix,-3,99,-0.0303,0.7659,0.0134,0.8956
minutes,could,T1,vix,-2,99,0.0442,0.6642,0.0856,0.3997
minutes,could,T1,vix,-1,99,0.1288,0.2037,0.1415,0.1624
minutes,could,T1,vix,0,99,0.0785,0.4401,0.1723,0.088
minutes,could,T1,vix,1,99,0.0294,0.7727,0.0894,0.3791
minutes,could,T1,vix,2,99,0.1295,0.2012,0.0611,0.5479
minutes,could,T1,vix,3,99,0.1636,0.1056,0.1385,0.1715
minutes,could,T1,vix,4,98,0.1945,0.055,0.165,0.1045
minutes,could,T1,vix,5,97,0.4139,0.0,0.2735,0.0067
minutes,could,T1,vix,6,97,0.2923,0.0037,0.227,0.0254
minutes,could,T1,vix,7,96,0.234,0.0218,0.1848,0.0715
minutes,could,T1,vix,8,95,0.1997,0.0524,0.2211,0.0313
minutes,could,T1,vix,9,95,0.3193,0.0016,0.2972,0.0035
minutes,could,T2,cfnai,-9,91,0.1862,0.0773,0.0434,0.6828
minutes,could,T2,cfnai,-8,91,0.2142,0.0415,0.0675,0.5248
minutes,could,T2,cfnai,-7,91,0.1745,0.098,-0.0152,0.8865
minutes,could,T2,cfnai,-6,91,-0.0825,0.4367,-0.0449,0.6725
minutes,could,T2,cfnai,-5,91,-0.0869,0.413,-0.0807,0.4468
minutes,could,T2,cfnai,-4,91,-0.0369,0.7281,-0.0424,0.6896
minutes,could,T2,cfnai,-3,91,-0.0251,0.8133,-0.0468,0.6597
minutes,could,T2,cfnai,-2,91,-0.1068,0.3137,-0.1166,0.271
minutes,could,T2,cfnai,-1,91,-0.126,0.2341,-0.1874,0.0753
minutes,could,T2,cfnai,0,91,-0.1194,0.2598,-0.1106,0.2965
minutes,could,T2,cfnai,1,91,-0.0308,0.7719,-0.0938,0.3763
minutes,could,T2,cfnai,2,91,-0.126,0.234,-0.1665,0.1146
minutes,could,T2,cfnai,3,91,-0.2132,0.0425,-0.2162,0.0396
minutes,could,T2,cfnai,4,90,-0.1806,0.0885,-0.2142,0.0427
minutes,could,T2,cfnai,5,89,-0.2788,0.0082,-0.3085,0.0033
minutes,could,T2,cfnai,6,89,-0.4542,0.0,-0.314,0.0027
minutes,could,T2,cfnai,7,88,-0.2292,0.0317,-0.1455,0.1763
minutes,could,T2,cfnai,8,87,-0.1255,0.2466,-0.1364,0.2077
minutes,could,T2,cfnai,9,87,0.1772,0.1006,-0.0868,0.4238
minutes,could,T2,vix,-9,91,0.0618,0.5607,0.0971,0.3601
minutes,could,T2,vix,-8,91,0.0194,0.8552,0.0359,0.7353
minutes,could,T2,vix,-7,91,0.0396,0.7091,0.078,0.4622
minutes,could,T2,vix,-6,91,0.0775,0.4652,0.0704,0.5073
minutes,could,T2,vix,-5,91,0.0866,0.4146,0.1279,0.2271
minutes,could,T2,vix,-4,91,0.0261,0.8062,0.0484,0.6488
minutes,could,T2,vix,-3,91,-0.057,0.5915,0.0057,0.9569
minutes,could,T2,vix,-2,91,0.0343,0.7471,0.0823,0.4382
minutes,could,T2,vix,-1,91,0.1002,0.3446,0.1307,0.2169
minutes,could,T2,vix,0,91,0.079,0.4566,0.1682,0.1111
minutes,could,T2,vix,1,91,-0.0205,0.8468,0.0469,0.6586
minutes,could,T2,vix,2,91,-0.0351,0.7408,-0.0055,0.9587
minutes,could,T2,vix,3,91,0.1019,0.3365,0.0934,0.3788
minutes,could,T2,vix,4,90,0.1467,0.1676,0.1208,0.2568
minutes,could,T2,vix,5,89,0.3921,0.0001,0.2459,0.0202
minutes,could,T2,vix,6,89,0.2761,0.0088,0.1903,0.074
minutes,could,T2,vix,7,88,0.2327,0.0292,0.1641,0.1265
minutes,could,T2,vix,8,87,0.1769,0.1012,0.1932,0.0729
minutes,could,T2,vix,9,87,0.2968,0.0052,0.2774,0.0093
minutes,may,T1,cfnai,-9,99,-0.0932,0.3589,0.0676,0.5063
minutes,may,T1,cfnai,-8,99,-0.0264,0.7953,-0.0,0.9998
minutes,may,T1,cfnai,-7,99,0.0627,0.5378,0.0095,0.926
minutes,may,T1,cfnai,-6,99,0.1673,0.0979,0.1072,0.2908
minutes,may,T1,cfnai,-5,99,0.0931,0.3592,0.042,0.6799
minutes,may,T1,cfnai,-4,99,0.0124,0.9031,-0.0037,0.9713
minutes,may,T1,cfnai,-3,99,0.0563,0.58,-0.014,0.8906
minutes,may,T1,cfnai,-2,99,0.0192,0.8501,-0.0141,0.8902
minutes,may,T1,cfnai,-1,99,-0.015,0.8827,-0.0583,0.5662
minutes,may,T1,cfnai,0,99,-0.1157,0.2541,-0.1362,0.1787
minutes,may,T1,cfnai,1,99,-0.0756,0.4568,-0.2998,0.0026
minutes,may,T1,cfnai,2,99,-0.0555,0.585,-0.2017,0.0453
minutes,may,T1,cfnai,3,99,-0.1166,0.2506,-0.1007,0.3212
minutes,may,T1,cfnai,4,98,-0.1386,0.1734,-0.1683,0.0976
minutes,may,T1,cfnai,5,97,-0.1499,0.1429,-0.1885,0.0644
minutes,may,T1,cfnai,6,97,0.0095,0.9268,-0.0765,0.4562
minutes,may,T1,cfnai,7,96,0.0691,0.5035,-0.0104,0.9201
minutes,may,T1,cfnai,8,95,0.0707,0.4957,-0.0076,0.9419
minutes,may,T1,cfnai,9,95,0.1574,0.1277,0.0006,0.9955
minutes,may,T1,vix,-9,99,-0.1128,0.2664,-0.1267,0.2112
minutes,may,T1,vix,-8,99,-0.1364,0.1783,-0.0808,0.4269
minutes,may,T1,vix,-7,99,-0.1609,0.1115,-0.1844,0.0677
minutes,may,T1,vix,-6,99,-0.2411,0.0162,-0.2487,0.013
minutes,may,T1,vix,-5,99,-0.2269,0.0239,-0.2247,0.0253
minutes,may,T1,vix,-4,99,-0.19,0.0597,-0.1543,0.1273
minutes,may,T1,vix,-3,99,-0.1402,0.1663,-0.1156,0.2546
minutes,may,T1,vix,-2,99,-0.2206,0.0282,-0.1895,0.0603
minutes,may,T1,vix,-1,99,-0.1695,0.0935,-0.3187,0.0013
minutes,may,T1,vix,0,99,-0.1503,0.1376,-0.2225,0.0269
minutes,may,T1,vix,1,99,-0.1434,0.1566,-0.2044,0.0424
minutes,may,T1,vix,2,99,0.0249,0.8068,-0.1291,0.2028
minutes,may,T1,vix,3,99,-0.0622,0.5411,-0.1386,0.1713
minutes,may,T1,vix,4,98,-0.0575,0.5738,-0.0694,0.497
minutes,may,T1,vix,5,97,-0.0106,0.9176,-0.1157,0.2592
minutes,may,T1,vix,6,97,-0.1548,0.13,-0.2423,0.0168
minutes,may,T1,vix,7,96,-0.1661,0.1059,-0.197,0.0544
minutes,may,T1,vix,8,95,-0.1066,0.3037,-0.1623,0.116
minutes,may,T1,vix,9,95,-0.1124,0.278,-0.0751,0.4693
minutes,may,T2,cfnai,-9,91,-0.1222,0.2487,-0.0116,0.9134
minutes,may,T2,cfnai,-8,91,-0.1691,0.1091,-0.0935,0.3782
minutes,may,T2,cfnai,-7,91,-0.1666,0.1144,-0.0769,0.4688
minutes,may,T2,cfnai,-6,91,0.0733,0.4896,0.0213,0.8413
minutes,may,T2,cfnai,-5,91,0.0826,0.4365,-0.0153,0.8852
minutes,may,T2,cfnai,-4,91,0.0475,0.655,-0.0084,0.9374
minutes,may,T2,cfnai,-3,91,0.0084,0.937,-0.0275,0.7955
minutes,may,T2,cfnai,-2,91,0.1305,0.2174,0.0697,0.5113
minutes,may,T2,cfnai,-1,91,0.0863,0.4159,0.0219,0.8369
minutes,may,T2,cfnai,0,91,-0.0198,0.8525,-0.049,0.6448
minutes,may,T2,cfnai,1,91,-0.2125,0.0431,-0.233,0.0263
minutes,may,T2,cfnai,2,91,-0.1006,0.3428,-0.138,0.1921
minutes,may,T2,cfnai,3,91,0.003,0.9777,-0.0604,0.5695
minutes,may,T2,cfnai,4,90,0.001,0.9926,-0.0651,0.5424
minutes,may,T2,cfnai,5,89,-0.0411,0.7019,-0.104,0.3323
minutes,may,T2,cfnai,6,89,-0.0475,0.6582,-0.0002,0.9985
minutes,may,T2,cfnai,7,88,0.0358,0.7406,0.0437,0.6857
minutes,may,T2,cfnai,8,87,0.0816,0.4522,0.0814,0.4534
minutes,may,T2,cfnai,9,87,0.1701,0.1153,0.0731,0.5012
minutes,may,T2,vix,-9,91,-0.0508,0.6326,-0.0982,0.3546
minutes,may,T2,vix,-8,91,-0.0838,0.4298,-0.096,0.3651
minutes,may,T2,vix,-7,91,-0.1003,0.3441,-0.1349,0.2024
minutes,may,T2,vix,-6,91,-0.1725,0.102,-0.1933,0.0663
minutes,may,T2,vix,-5,91,-0.1645,0.1192,-0.1556,0.1408
minutes,may,T2,vix,-4,91,-0.1105,0.2971,-0.0773,0.4667
minutes,may,T2,vix,-3,91,-0.0527,0.6197,-0.028,0.7922
minutes,may,T2,vix,-2,91,-0.1484,0.1604,-0.1091,0.3034
minutes,may,T2,vix,-1,91,-0.1987,0.059,-0.2634,0.0116
minutes,may,T2,vix,0,91,-0.0789,0.4573,-0.1382,0.1915
minutes,may,T2,vix,1,91,-0.0758,0.4754,-0.1434,0.175
minutes,may,T2,vix,2,91,-0.0543,0.6092,-0.068,0.5219
minutes,may,T2,vix,3,91,-0.0884,0.4047,-0.0945,0.3731
minutes,may,T2,vix,4,90,-0.0569,0.5942,-0.0197,0.8539
minutes,may,T2,vix,5,89,-0.0313,0.7707,-0.102,0.3414
minutes,may,T2,vix,6,89,-0.1715,0.1081,-0.2452,0.0205
minutes,may,T2,vix,7,88,-0.1768,0.0995,-0.2012,0.0601
minutes,may,T2,vix,8,87,-0.1279,0.2378,-0.1655,0.1254
minutes,may,T2,vix,9,87,-0.1576,0.1448,-0.0882,0.4166
minutes,should,T1,cfnai,-9,99,0.1683,0.0958,-0.0164,0.8718
minutes,should,T1,cfnai,-8,99,0.1833,0.0693,0.0794,0.4348
minutes,should,T1,cfnai,-7,99,0.0952,0.3484,0.0373,0.714
minutes,should,T1,cfnai,-6,99,-0.0202,0.8427,-0.0046,0.9641
minutes,should,T1,cfnai,-5,99,-0.0429,0.673,-0.1133,0.264
minutes,should,T1,cfnai,-4,99,0.0244,0.8108,-0.0469,0.6445
minutes,should,T1,cfnai,-3,99,0.0632,0.5345,0.0482,0.6359
minutes,should,T1,cfnai,-2,99,-0.0007,0.9942,-0.0444,0.6628
minutes,should,T1,cfnai,-1,99,-0.0121,0.9056,0.0337,0.7403
minutes,should,T1,cfnai,0,99,-0.0671,0.5092,0.0475,0.6406
minutes,should,T1,cfnai,1,99,-0.0055,0.9567,0.0553,0.5865
minutes,should,T1,cfnai,2,99,0.0099,0.9222,0.0491,0.6294
minutes,should,T1,cfnai,3,99,0.0427,0.6747,0.0427,0.6744
minutes,should,T1,cfnai,4,98,0.0489,0.6326,0.1068,0.2954
minutes,should,T1,cfnai,5,97,0.0508,0.6215,0.121,0.2378
minutes,should,T1,cfnai,6,97,-0.0071,0.9447,0.129,0.208
minutes,should,T1,cfnai,7,96,-0.082,0.4272,0.0604,0.5588
minutes,should,T1,cfnai,8,95,-0.0814,0.4327,-0.0032,0.9758
minutes,should,T1,cfnai,9,95,0.0139,0.8937,0.0541,0.6026
minutes,should,T1,vix,-9,99,-0.2183,0.0299,-0.1145,0.259
minutes,should,T1,vix,-8,99,-0.169,0.0944,-0.1175,0.2466
minutes,should,T1,vix,-7,99,-0.2007,0.0464,-0.1779,0.0782
minutes,should,T1,vix,-6,99,-0.1871,0.0636,-0.1185,0.2429
minutes,should,T1,vix,-5,99,-0.2411,0.0162,-0.1755,0.0823
minutes,should,T1,vix,-4,99,-0.2356,0.0189,-0.213,0.0343
minutes,should,T1,vix,-3,99,-0.2491,0.0129,-0.248,0.0133
minutes,should,T1,vix,-2,99,-0.2617,0.0089,-0.2176,0.0305
minutes,should,T1,vix,-1,99,-0.1619,0.1093,-0.1944,0.0538
minutes,should,T1,vix,0,99,-0.2025,0.0444,-0.1731,0.0867
minutes,should,T1,vix,1,99,-0.2355,0.0189,-0.2286,0.0229
minutes,should,T1,vix,2,99,-0.1487,0.1417,-0.2157,0.032
minutes,should,T1,vix,3,99,-0.2007,0.0464,-0.2063,0.0405
minutes,should,T1,vix,4,98,-0.2301,0.0227,-0.2162,0.0325
minutes,should,T1,vix,5,97,-0.0288,0.7792,-0.0787,0.4434
minutes,should,T1,vix,6,97,0.0335,0.7448,0.025,0.8078
minutes,should,T1,vix,7,96,-0.0075,0.9422,-0.0131,0.8994
minutes,should,T1,vix,8,95,-0.0409,0.6939,-0.0526,0.6129
minutes,should,T1,vix,9,95,-0.086,0.4073,-0.1198,0.2476
minutes,should,T2,cfnai,-9,91,0.1491,0.1584,-0.0771,0.4674
minutes,should,T2,cfnai,-8,91,0.129,0.2229,0.0506,0.6337
minutes,should,T2,cfnai,-7,91,0.0736,0.488,0.0112,0.9161
minutes,should,T2,cfnai,-6,91,-0.1043,0.325,-0.0494,0.6417
minutes,should,T2,cfnai,-5,91,-0.1427,0.1771,-0.1183,0.2642
minutes,should,T2,cfnai,-4,91,-0.0432,0.6844,-0.0582,0.5834
minutes,should,T2,cfnai,-3,91,0.0501,0.6373,0.0372,0.7262
minutes,should,T2,cfnai,-2,91,0.0146,0.8905,0.0017,0.9872
minutes,should,T2,cfnai,-1,91,0.0449,0.6725,0.0962,0.3643
minutes,should,T2,cfnai,0,91,0.0963,0.3636,0.1105,0.2972
minutes,should,T2,cfnai,1,91,0.1923,0.0678,0.1383,0.1912
minutes,should,T2,cfnai,2,91,0.0677,0.5237,0.1012,0.3401
minutes,should,T2,cfnai,3,91,0.1156,0.2752,0.0911,0.3906
minutes,should,T2,cfnai,4,90,0.1249,0.2409,0.1841,0.0824
minutes,should,T2,cfnai,5,89,0.1286,0.2297,0.1827,0.0865
minutes,should,T2,cfnai,6,89,0.0017,0.9875,0.1918,0.0718
minutes,should,T2,cfnai,7,88,-0.081,0.4534,0.1077,0.3177
minutes,should,T2,cfnai,8,87,-0.0683,0.5297,0.0332,0.7598
minutes,should,T2,cfnai,9,87,0.0234,0.8298,0.0935,0.3888
minutes,should,T2,vix,-9,91,-0.1847,0.0797,-0.0993,0.3491
minutes,should,T2,vix,-8,91,-0.215,0.0407,-0.1498,0.1563
minutes,should,T2,vix,-7,91,-0.2088,0.047,-0.1599,0.13
minutes,should,T2,vix,-6,91,-0.142,0.1793,-0.0888,0.4023
minutes,should,T2,vix,-5,91,-0.2125,0.0432,-0.1383,0.1912
minutes,should,T2,vix,-4,91,-0.2628,0.0118,-0.1859,0.0778
minutes,should,T2,vix,-3,91,-0.2573,0.0138,-0.2186,0.0374
minutes,should,T2,vix,-2,91,-0.2509,0.0165,-0.1965,0.062
minutes,should,T2,vix,-1,91,-0.2598,0.0129,-0.1822,0.0839
minutes,should,T2,vix,0,91,-0.2368,0.0238,-0.1458,0.1679
minutes,should,T2,vix,1,91,-0.2226,0.0339,-0.2135,0.0422
minutes,should,T2,vix,2,91,-0.214,0.0417,-0.222,0.0345
minutes,should,T2,vix,3,91,-0.2105,0.0452,-0.2055,0.0507
minutes,should,T2,vix,4,90,-0.2316,0.0281,-0.2223,0.0352
minutes,should,T2,vix,5,89,-0.0218,0.8396,-0.0647,0.547
minutes,should,T2,vix,6,89,0.0406,0.7053,0.034,0.7515
minutes,should,T2,vix,7,88,0.0068,0.9496,-0.0097,0.9286
minutes,should,T2,vix,8,87,-0.0348,0.7491,-0.0559,0.6069
minutes,should,T2,vix,9,87,-0.0963,0.3748,-0.1349,0.2127
minutes,will,T1,cfnai,-9,99,-0.0021,0.9835,-0.1008,0.321
minutes,will,T1,cfnai,-8,99,-0.0204,0.8409,-0.1699,0.0927
minutes,will,T1,cfnai,-7,99,-0.0384,0.706,-0.1186,0.2422
minutes,will,T1,cfnai,-6,99,-0.0901,0.3749,-0.1177,0.246
minutes,will,T1,cfnai,-5,99,-0.1376,0.1744,-0.0739,0.4676
minutes,will,T1,cfnai,-4,99,-0.1,0.3245,-0.0306,0.7638
minutes,will,T1,cfnai,-3,99,-0.034,0.7381,-0.0416,0.6828
minutes,will,T1,cfnai,-2,99,0.0461,0.6503,0.0234,0.8183
minutes,will,T1,cfnai,-1,99,0.046,0.6512,0.1005,0.3222
minutes,will,T1,cfnai,0,99,-0.0287,0.7783,0.0782,0.4418
minutes,will,T1,cfnai,1,99,-0.0181,0.8586,0.089,0.3811
minutes,will,T1,cfnai,2,99,0.0153,0.8803,0.0974,0.3375
minutes,will,T1,cfnai,3,99,0.1044,0.3037,0.1138,0.2622
minutes,will,T1,cfnai,4,98,0.0864,0.3979,0.1839,0.0699
minutes,will,T1,cfnai,5,97,0.0659,0.5212,0.1875,0.0659
minutes,will,T1,cfnai,6,97,0.045,0.662,0.1709,0.0943
minutes,will,T1,cfnai,7,96,0.066,0.5231,0.074,0.4735
minutes,will,T1,cfnai,8,95,0.0847,0.4144,0.0772,0.4572
minutes,will,T1,cfnai,9,95,0.0157,0.8798,0.1591,0.1235
minutes,will,T1,vix,-9,99,-0.2177,0.0304,-0.2574,0.0101
