modal,predicate,obs,exp,ratio,p,collostruction_strength,G2,layer
would,put,5,5.46,0.92,0.7434154529087783,-0.13,0.1,min_staff
would,lead,4,4.85,0.82,0.7179163674835636,-0.14,0.38,min_staff
would,result,3,4.25,0.71,0.4416403391659953,-0.35,0.92,min_staff
would,increase,27,31.55,0.86,0.18175918976418903,-0.74,1.81,min_staff
would,prove,7,10.92,0.64,0.0829698740186523,-1.08,3.59,min_staff
would,edge,5,13.95,0.36,0.00013032560390069555,-3.88,15.16,min_staff
could,affect,7,2.25,3.12,0.00120619268143771,2.92,11.27,min_staff_desk
could,consider,6,1.75,3.43,0.0012341127382299393,2.91,11.67,min_staff_desk
could,result,5,1.5,3.34,0.00438373223642814,2.36,9.17,min_staff_desk
could,arise,3,0.75,4.01,0.015287017193791984,1.82,8.38,min_staff_desk
could,play,3,1.0,3.01,0.04989126520519385,1.3,4.44,min_staff_desk
could,become,4,1.75,2.29,0.06888433551731543,1.16,3.32,min_staff_desk
could,increase,5,2.75,1.82,0.1528131967735349,0.82,2.22,min_staff_desk
could,take,3,1.75,1.72,0.37405080638217836,0.43,1.08,min_staff_desk
could,have,3,2.0,1.5,0.4186515480997746,0.38,0.62,min_staff_desk
could,provide,4,2.75,1.46,0.47938316683902144,0.32,0.72,min_staff_desk
could,remain,3,2.25,1.34,0.6972814915893422,0.16,0.32,min_staff_desk
could,use,3,2.25,1.34,0.6972814915893422,0.16,0.32,min_staff_desk
could,help,3,3.99,0.75,0.7714730352201229,-0.11,0.36,min_staff_desk
could,continue,4,7.74,0.52,0.135803091045055,-0.87,2.91,min_staff_desk
may,contribute,7,0.67,10.49,2.395329969978593e-07,6.62,28.33,min_staff_desk
may,vary,4,0.37,10.79,0.00012428340967951637,3.91,16.32,min_staff_desk
may,help,3,1.19,2.53,0.1077512551983492,0.97,2.26,min_staff_desk
will,notify,3,0.19,15.8,0.0002334775317204822,3.63,16.81,min_staff_desk
will,decline,3,0.51,5.92,0.010468305594318534,1.98,6.83,min_staff_desk
would,continue,23,17.21,1.34,0.0396602227021481,1.4,4.89,min_staff_desk
would,fall,5,2.78,1.8,0.06899461315657614,1.16,5.92,min_staff_desk
would,announce,4,2.22,1.8,0.1327869324550198,0.88,4.73,min_staff_desk
would,issue,4,2.22,1.8,0.1327869324550198,0.88,4.73,min_staff_desk
would,maintain,4,2.22,1.8,0.1327869324550198,0.88,4.73,min_staff_desk
would,slow,4,2.22,1.8,0.1327869324550198,0.88,4.73,min_staff_desk
would,be+flexible,3,1.67,1.8,0.25778363078858396,0.59,3.54,min_staff_desk
would,be+tool,3,1.67,1.8,0.25778363078858396,0.59,3.54,min_staff_desk
would,ease,3,1.67,1.8,0.25778363078858396,0.59,3.54,min_staff_desk
would,end,3,1.67,1.8,0.25778363078858396,0.59,3.54,min_staff_desk
would,support,6,4.44,1.35,0.30945108292648066,0.51,1.32,min_staff_desk
would,be+appropriate,8,6.11,1.31,0.36069447423481815,0.44,1.41,min_staff_desk
would,expect,4,2.78,1.44,0.3879562096487944,0.41,1.34,min_staff_desk
would,move,4,2.78,1.44,0.3879562096487944,0.41,1.34,min_staff_desk
would,need,5,3.89,1.29,0.4701080728305661,0.33,0.76,min_staff_desk
would,help,10,8.88,1.13,0.6193530893374102,0.21,0.33,min_staff_desk
would,approve,3,2.22,1.35,0.6327737257892766,0.2,0.66,min_staff_desk
would,prevail,3,2.22,1.35,0.6327737257892766,0.2,0.66,min_staff_desk
would,reach,3,2.22,1.35,0.6327737257892766,0.2,0.66,min_staff_desk
would,implement,4,3.33,1.2,0.6972046130460376,0.16,0.31,min_staff_desk
would,be+useful,5,4.44,1.13,0.7378697226707085,0.13,0.16,min_staff_desk
would,begin,6,5.0,1.2,0.7376773334763387,0.13,0.47,min_staff_desk
would,decline,5,4.44,1.13,0.7378697226707085,0.13,0.16,min_staff_desk
would,use,6,5.0,1.2,0.7376773334763387,0.13,0.47,min_staff_desk
would,allow,3,2.78,1.08,1.0,-0.0,0.04,min_staff_desk
would,conduct,3,2.78,1.08,1.0,-0.0,0.04,min_staff_desk
would,have,4,4.44,0.9,1.0,0.0,0.1,min_staff_desk
would,occur,5,5.0,1.0,1.0,-0.0,0.0,min_staff_desk
would,provide,6,6.11,0.98,1.0,0.0,0.0,min_staff_desk
would,put,3,2.78,1.08,1.0,-0.0,0.04,min_staff_desk
would,reflect,3,2.78,1.08,1.0,-0.0,0.04,min_staff_desk
would,remain,5,5.0,1.0,1.0,-0.0,0.0,min_staff_desk
would,increase,4,6.11,0.66,0.23018594128169323,-0.64,1.66,min_staff_desk
can,see,14,3.85,3.64,2.6158176548248478e-06,5.58,22.37,speech_chair
can,be+sure,6,0.96,6.23,1.666298047562295e-05,4.78,22.01,speech_chair
can,everything,6,0.96,6.23,1.666298047562295e-05,4.78,22.01,speech_chair
can,do,22,8.99,2.45,2.1039119666412873e-05,4.68,17.76,speech_chair
can,find,12,3.53,3.4,3.543953867218294e-05,4.45,17.26,speech_chair
can,say,9,2.25,4.01,6.196376213603597e-05,4.21,16.54,speech_chair
can,maintain,5,0.96,5.19,0.000544836903842422,3.26,13.28,speech_chair
can,improve,9,2.89,3.12,0.0008197617693871414,3.09,11.22,speech_chair
can,be+difficult,6,1.44,4.15,0.0009034401439687972,3.04,11.6,speech_chair
can,all,4,0.8,4.99,0.002864659626080911,2.54,10.01,speech_chair
can,help,22,12.04,1.83,0.003550657406761331,2.45,8.52,speech_chair
can,sustain,6,1.77,3.4,0.003720452917120555,2.43,8.59,speech_chair
can,attribute,3,0.48,6.23,0.004112316238772105,2.39,10.99,speech_chair
can,avoid,3,0.48,6.23,0.004112316238772105,2.39,10.99,speech_chair
can,be+certain,3,0.48,6.23,0.004112316238772105,2.39,10.99,speech_chair
can,learn,5,1.44,3.46,0.007494859153989147,2.13,7.36,speech_chair
can,think,5,1.44,3.46,0.007494859153989147,2.13,7.36,speech_chair
can,be+costly,4,0.96,4.15,0.0075043050705578904,2.12,7.72,speech_chair
can,succeed,4,0.96,4.15,0.0075043050705578904,2.12,7.72,speech_chair
can,influence,5,1.6,3.12,0.013035861045631172,1.88,6.21,speech_chair
can,estimate,3,0.64,4.67,0.014479208456951657,1.84,6.84,speech_chair
can,identify,3,0.64,4.67,0.014479208456951657,1.84,6.84,speech_chair
can,recall,3,0.64,4.67,0.014479208456951657,1.84,6.84,speech_chair
can,deliver,4,1.12,3.56,0.015303321216513257,1.82,6.15,speech_chair
can,measure,4,1.12,3.56,0.015303321216513257,1.82,6.15,speech_chair
can,make,11,6.1,1.8,0.04211048660232944,1.38,4.03,speech_chair
can,pose,5,2.09,2.4,0.04397918036455194,1.36,3.79,speech_chair
can,vary,3,0.96,3.12,0.05629775833595768,1.25,3.72,speech_chair
can,lead,8,4.33,1.85,0.06409558628485058,1.19,3.14,speech_chair
can,contribute,4,1.77,2.27,0.08497368716970136,1.07,2.68,speech_chair
can,know,4,1.77,2.27,0.08497368716970136,1.07,2.68,speech_chair
can,amplify,3,1.12,2.67,0.08704358617554098,1.06,2.82,speech_chair
can,tell,3,1.12,2.67,0.08704358617554098,1.06,2.82,speech_chair
can,achieve,4,1.93,2.08,0.11193441907721,0.95,2.17,speech_chair
can,work,4,1.93,2.08,0.11193441907721,0.95,2.17,speech_chair
can,promote,3,1.28,2.34,0.12320552824343645,0.91,2.15,speech_chair
can,provide,6,3.37,1.78,0.13158192955140413,0.88,2.09,speech_chair
can,be+effective,3,1.44,2.08,0.1637099215706065,0.79,1.63,speech_chair
can,enhance,3,1.44,2.08,0.1637099215706065,0.79,1.63,speech_chair
can,support,4,2.73,1.47,0.33641149442454604,0.47,0.64,speech_chair
can,serve,3,1.77,1.7,0.3989129357402006,0.4,0.89,speech_chair
can,go,3,1.93,1.56,0.4226295795914377,0.37,0.63,speech_chair
can,reduce,3,2.25,1.34,0.4811428550106266,0.32,0.28,speech_chair
can,hold,4,2.89,1.38,0.5145190153286601,0.29,0.47,speech_chair
can,change,4,3.05,1.31,0.530156859172995,0.28,0.33,speech_chair
can,take,10,8.99,1.11,0.7129450936638043,0.15,0.13,speech_chair
can,become,3,2.57,1.17,0.7325779744570504,0.14,0.08,speech_chair
can,benefit,3,2.57,1.17,0.7325779744570504,0.14,0.08,speech_chair
can,be,3,2.73,1.1,0.7456120361559329,0.13,0.03,speech_chair
can,play,3,2.73,1.1,0.7456120361559329,0.13,0.03,speech_chair
can,affect,4,3.69,1.08,0.7780784957046576,0.11,0.03,speech_chair
can,use,5,5.46,0.92,1.0,0.0,0.05,speech_chair
can,come,3,3.85,0.78,0.7860341722737355,-0.1,0.24,speech_chair
can,require,3,5.78,0.52,0.25761127813458695,-0.59,1.89,speech_chair
can,have,3,10.11,0.3,0.008981911969433305,-2.05,7.97,speech_chair
can,continue,6,16.69,0.36,0.002471489090663249,-2.61,10.63,speech_chair
could,prove,7,1.55,4.51,0.0003328562695003136,3.48,13.13,speech_chair
could,exacerbate,4,0.55,7.22,0.0006779628280116391,3.17,12.87,speech_chair
could,misspecifie,3,0.33,9.02,0.0013512707626801288,2.87,13.22,speech_chair
could,bring,6,1.55,3.87,0.002456515192344219,2.61,9.22,speech_chair
could,risk,5,1.22,4.1,0.004262128404467785,2.37,8.29,speech_chair
could,afford,3,0.55,5.41,0.011380965005572723,1.94,6.96,speech_chair
could,spur,3,0.55,5.41,0.011380965005572723,1.94,6.96,speech_chair
could,have,14,6.98,2.01,0.012674400438880132,1.9,6.52,speech_chair
could,call,3,0.67,4.51,0.020905900652020144,1.68,5.6,speech_chair
could,emerge,3,0.67,4.51,0.020905900652020144,1.68,5.6,speech_chair
could,encourage,3,0.67,4.51,0.020905900652020144,1.68,5.6,speech_chair
could,lead,7,2.99,2.34,0.02412124909780684,1.62,4.64,speech_chair
could,raise,4,1.22,3.28,0.025988007071803394,1.59,4.85,speech_chair
could,push,4,1.44,2.78,0.047129668799264245,1.33,3.68,speech_chair
could,cause,3,0.89,3.38,0.049459800039120407,1.31,3.8,speech_chair
could,put,4,1.55,2.58,0.06040373683945957,1.22,3.21,speech_chair
could,apply,3,1.0,3.01,0.06825247207021218,1.17,3.16,speech_chair
could,enhance,3,1.0,3.01,0.06825247207021218,1.17,3.16,speech_chair
could,provide,5,2.33,2.15,0.07440126314172797,1.13,2.73,speech_chair
could,reflect,5,2.33,2.15,0.07440126314172797,1.13,2.73,speech_chair
could,sustain,3,1.22,2.46,0.1136630373188211,0.94,2.2,speech_chair
could,go,3,1.33,2.26,0.13966523927177957,0.85,1.83,speech_chair
could,allow,3,1.44,2.08,0.1674259104135342,0.78,1.51,speech_chair
could,pose,3,1.44,2.08,0.1674259104135342,0.78,1.51,speech_chair
could,help,12,8.31,1.44,0.18922398539264426,0.72,1.69,speech_chair
could,reduce,3,1.55,1.93,0.19661377593373636,0.71,1.24,speech_chair
could,do,9,6.21,1.45,0.2778251544587932,0.56,1.29,speech_chair
could,affect,4,2.55,1.57,0.3127755169699544,0.5,0.81,speech_chair
could,come,4,2.66,1.5,0.33092723246412126,0.48,0.68,speech_chair
could,see,4,2.66,1.5,0.33092723246412126,0.48,0.68,speech_chair
could,become,3,1.77,1.69,0.4099500559422825,0.39,0.81,speech_chair
could,warrant,3,1.77,1.69,0.4099500559422825,0.39,0.81,speech_chair
could,play,3,1.88,1.59,0.4246366715436466,0.37,0.65,speech_chair
could,turn,4,2.88,1.39,0.5229897664731193,0.28,0.45,speech_chair
could,find,3,2.44,1.23,0.7285170378111249,0.14,0.14,speech_chair
could,remain,3,3.66,0.82,1.0,0.0,0.14,speech_chair
could,require,3,3.99,0.75,0.7916689991740367,-0.1,0.3,speech_chair
could,continue,4,11.53,0.35,0.015817078623863844,-1.8,7.37,speech_chair
may,use,19,4.05,4.69,6.326378247529743e-10,9.2,38.63,speech_chair
may,reflect,11,2.5,4.39,7.00579166413468e-06,5.15,20.47,speech_chair
may,hold,8,2.15,3.73,0.0005630384577581252,3.25,11.93,speech_chair
may,contribute,5,1.31,3.81,0.005885126792934745,2.23,7.67,speech_chair
may,play,6,2.03,2.96,0.010835382167328303,1.97,6.28,speech_chair
may,affect,7,2.74,2.55,0.014500659775866368,1.84,5.62,speech_chair
may,change,6,2.27,2.65,0.01932317047200891,1.71,5.16,speech_chair
may,appear,3,0.72,4.19,0.025535197665672377,1.59,5.22,speech_chair
may,know,4,1.31,3.05,0.03316551353671304,1.48,4.39,speech_chair
may,warrant,5,1.91,2.62,0.03363103605088547,1.47,4.21,speech_chair
may,want,3,0.83,3.59,0.04079335886805916,1.39,4.23,speech_chair
may,come,6,2.86,2.1,0.05752307300361324,1.24,3.13,speech_chair
may,ask,3,1.07,2.79,0.08174802813026247,1.09,2.84,speech_chair
may,be+able,4,1.79,2.24,0.09369200573251306,1.03,2.42,speech_chair
may,influence,3,1.19,2.52,0.10682059465639844,0.97,2.33,speech_chair
may,serve,3,1.31,2.29,0.13444125007628047,0.87,1.91,speech_chair
may,push,3,1.55,1.93,0.19565167462375757,0.71,1.26,speech_chair
may,face,3,1.67,1.8,0.22841451855223432,0.64,1.01,speech_chair
may,lead,5,3.22,1.55,0.36266572926050644,0.44,0.99,speech_chair
may,look,3,1.79,1.68,0.4102644064700141,0.39,0.8,speech_chair
may,require,6,4.29,1.4,0.4321026525540952,0.36,0.71,speech_chair
may,help,11,8.94,1.23,0.4689326810528286,0.33,0.52,speech_chair
may,be+appropriate,6,4.89,1.23,0.624481766633129,0.2,0.27,speech_chair
may,need,7,6.44,1.09,0.8313160066249797,0.08,0.05,speech_chair
may,have,7,7.51,0.93,1.0,0.0,0.04,speech_chair
may,take,4,6.68,0.6,0.40209622020361757,-0.4,1.42,speech_chair
may,continue,3,12.4,0.24,0.0017703189183801496,-2.75,11.49,speech_chair
should,note,6,0.92,6.54,0.00014240514510347298,3.85,14.79,speech_chair
should,understand,3,0.26,11.44,0.0010583434530092625,2.98,12.02,speech_chair
should,expand,3,0.39,7.63,0.00479303213213342,2.32,8.47,speech_chair
should,adjust,4,0.85,4.69,0.008022720065006782,2.1,7.02,speech_chair
should,consider,5,1.31,3.81,0.007949630455631795,2.1,6.86,speech_chair
should,support,4,1.11,3.59,0.021718935672673613,1.66,5.05,speech_chair
should,serve,3,0.72,4.16,0.03096480014350771,1.51,4.57,speech_chair
should,keep,3,0.92,3.27,0.05911193399090599,1.23,3.31,speech_chair
should,look,3,0.98,3.05,0.07043766360675963,1.15,2.98,speech_chair
should,take,7,3.67,1.91,0.0923984101001336,1.03,2.65,speech_chair
should,begin,3,1.31,2.29,0.13931954876767988,0.86,1.76,speech_chair
should,make,4,2.49,1.61,0.3108406437647352,0.51,0.85,speech_chair
should,move,3,2.16,1.39,0.4745300982744235,0.32,0.31,speech_chair
should,continue,6,6.82,0.88,1.0,0.0,0.11,speech_chair
should,have,4,4.13,0.97,1.0,0.0,0.0,speech_chair
should,help,3,4.92,0.61,0.48256877200086357,-0.32,0.94,speech_chair
will,discuss,55,20.07,2.74,3.6829752733019763e-25,24.43,112.55,speech_chair
will,continue,77,37.96,2.03,3.3838971817551044e-15,14.47,62.76,speech_chair
will,focus,19,8.03,2.37,1.9184035239216907e-06,5.72,23.66,speech_chair
will,turn,21,9.49,2.21,4.5786787291893645e-06,5.34,21.6,speech_chair
will,need,36,19.71,1.83,1.0083704379434594e-05,5.0,20.54,speech_chair
will,review,8,2.92,2.74,0.00031005267581572327,3.51,16.16,speech_chair
will,address,11,4.74,2.32,0.0005169278810841004,3.29,12.88,speech_chair
will,depend,15,7.3,2.05,0.0006149366062728535,3.21,12.37,speech_chair
will,conclude,9,3.65,2.47,0.0007584036056822285,3.12,12.59,speech_chair
will,monitor,7,2.55,2.74,0.0008527782718649323,3.07,14.14,speech_chair
will,assess,10,4.38,2.28,0.0012146576928343028,2.92,11.2,speech_chair
will,remain,21,12.04,1.74,0.0016858103462433604,2.77,10.08,speech_chair
will,explore,8,3.28,2.44,0.0018891378529279131,2.72,10.79,speech_chair
will,grow,9,4.01,2.24,0.002814123087442703,2.55,9.56,speech_chair
will,evolve,8,3.65,2.19,0.006412074841910652,2.19,7.96,speech_chair
will,begin,13,7.3,1.78,0.010197612418372502,1.99,6.71,speech_chair
will,speak,4,1.46,2.74,0.017685316713923233,1.75,8.07,speech_chair
will,summarize,4,1.46,2.74,0.017685316713923233,1.75,8.07,speech_chair
will,describe,8,4.01,1.99,0.02271218743680701,1.64,5.98,speech_chair
will,hear,5,2.19,2.28,0.026922321392058735,1.57,5.59,speech_chair
will,take,28,20.44,1.37,0.03646932666954966,1.44,4.32,speech_chair
will,act,7,3.65,1.92,0.043354919810173115,1.36,4.63,speech_chair
will,inform,7,3.65,1.92,0.043354919810173115,1.36,4.63,speech_chair
will,move,18,12.04,1.49,0.043777554339768904,1.36,4.48,speech_chair
will,devote,3,1.09,2.74,0.048536032147988274,1.31,6.05,speech_chair
will,highlight,3,1.09,2.74,0.048536032147988274,1.31,6.05,speech_chair
will,publish,3,1.09,2.74,0.048536032147988274,1.31,6.05,speech_chair
will,report,3,1.09,2.74,0.048536032147988274,1.31,6.05,speech_chair
will,seek,3,1.09,2.74,0.048536032147988274,1.31,6.05,speech_chair
will,will,3,1.09,2.74,0.048536032147988274,1.31,6.05,speech_chair
will,be+appropriate,21,14.96,1.4,0.051666634732658104,1.29,3.73,speech_chair
will,offer,6,2.92,2.05,0.057528730197779335,1.24,4.93,speech_chair
will,argue,4,1.82,2.19,0.06266429038834628,1.2,3.97,speech_chair
will,be+news,4,1.82,2.19,0.06266429038834628,1.2,3.97,speech_chair
will,present,4,1.82,2.19,0.06266429038834628,1.2,3.97,speech_chair
will,adjust,8,4.74,1.69,0.08135933753064269,1.09,3.36,speech_chair
will,settle,5,2.55,1.96,0.10748352504359843,0.97,3.53,speech_chair
will,close,3,1.46,2.05,0.1410881784501834,0.85,2.46,speech_chair
will,differ,3,1.46,2.05,0.1410881784501834,0.85,2.46,speech_chair
will,ensure,3,1.46,2.05,0.1410881784501834,0.85,2.46,speech_chair
will,guide,3,1.46,2.05,0.1410881784501834,0.85,2.46,speech_chair
will,mention,3,1.46,2.05,0.1410881784501834,0.85,2.46,speech_chair
will,receive,3,1.46,2.05,0.1410881784501834,0.85,2.46,speech_chair
will,be+important,5,2.92,1.71,0.1502750570003585,0.82,2.22,speech_chair
will,get,5,2.92,1.71,0.1502750570003585,0.82,2.22,speech_chair
will,include,5,2.92,1.71,0.1502750570003585,0.82,2.22,speech_chair
will,persist,5,2.92,1.71,0.1502750570003585,0.82,2.22,speech_chair
will,keep,8,5.11,1.57,0.16114664576780108,0.79,2.47,speech_chair
will,return,8,5.11,1.57,0.16114664576780108,0.79,2.47,speech_chair
will,explain,6,3.65,1.64,0.18499512739608454,0.73,2.28,speech_chair
will,start,9,6.2,1.45,0.205646434311749,0.69,1.91,speech_chair
will,respond,6,4.01,1.49,0.22412646944642262,0.65,1.48,speech_chair
will,aim,3,1.82,1.64,0.36180767137832287,0.44,1.14,speech_chair
will,emphasize,3,1.82,1.64,0.36180767137832287,0.44,1.14,speech_chair
will,give,3,1.82,1.64,0.36180767137832287,0.44,1.14,speech_chair
will,try,3,1.82,1.64,0.36180767137832287,0.44,1.14,speech_chair
will,achieve,6,4.38,1.37,0.3737052668687664,0.43,0.91,speech_chair
will,promote,4,2.92,1.37,0.4737857977368971,0.32,0.61,speech_chair
will,consider,9,7.3,1.23,0.4866313775396156,0.31,0.61,speech_chair
will,prove,6,5.11,1.17,0.5921794660562497,0.23,0.24,speech_chair
will,benefit,7,5.84,1.2,0.6057314935230818,0.22,0.36,speech_chair
will,require,15,13.14,1.14,0.601881453708796,0.22,0.41,speech_chair
will,be+sufficient,3,2.19,1.37,0.67478995684954,0.17,0.46,speech_chair
will,come,10,8.76,1.14,0.6714692535353284,0.17,0.27,speech_chair
will,expand,3,2.19,1.37,0.67478995684954,0.17,0.46,speech_chair
will,spend,3,2.19,1.37,0.67478995684954,0.17,0.46,speech_chair
will,deliver,3,2.55,1.17,0.710901800865309,0.15,0.12,speech_chair
will,end,3,2.55,1.17,0.710901800865309,0.15,0.12,speech_chair
will,pay,3,2.55,1.17,0.710901800865309,0.15,0.12,speech_chair
will,tell,3,2.55,1.17,0.710901800865309,0.15,0.12,speech_chair
will,want,3,2.55,1.17,0.710901800865309,0.15,0.12,speech_chair
will,learn,4,3.28,1.22,0.7318482425670254,0.14,0.24,speech_chair
will,be+able,6,5.47,1.1,0.7921746033980792,0.1,0.08,speech_chair
will,support,7,6.2,1.13,0.801396591043308,0.1,0.16,speech_chair
will,ask,3,3.28,0.91,1.0,0.0,0.04,speech_chair
will,be+effective,3,3.28,0.91,1.0,0.0,0.04,speech_chair
will,become,6,5.84,1.03,1.0,-0.0,0.01,speech_chair
will,bring,5,5.11,0.98,1.0,0.0,0.0,speech_chair
will,face,5,5.11,0.98,1.0,0.0,0.0,speech_chair
will,fall,4,3.65,1.1,1.0,-0.0,0.05,speech_chair
will,leave,4,3.65,1.1,1.0,-0.0,0.05,speech_chair
will,look,5,5.47,0.91,1.0,0.0,0.07,speech_chair
will,make,14,13.87,1.01,1.0,-0.0,0.0,speech_chair
will,occur,4,3.65,1.1,1.0,-0.0,0.05,speech_chair
will,put,5,5.11,0.98,1.0,0.0,0.0,speech_chair
will,result,4,4.38,0.91,1.0,0.0,0.05,speech_chair
will,rise,8,7.66,1.04,1.0,-0.0,0.02,speech_chair
will,tend,4,4.38,0.91,1.0,0.0,0.05,speech_chair
will,change,6,6.93,0.87,0.8125204475560863,-0.09,0.2,speech_chair
will,allow,4,4.74,0.84,0.7791473745702019,-0.11,0.19,speech_chair
will,say,4,5.11,0.78,0.7818089910243539,-0.11,0.4,speech_chair
will,decline,3,4.01,0.75,0.7557424637573472,-0.12,0.42,speech_chair
will,know,3,4.01,0.75,0.7557424637573472,-0.12,0.42,speech_chair
will,go,3,4.38,0.68,0.5533806045487968,-0.26,0.73,speech_chair
will,work,3,4.38,0.68,0.5533806045487968,-0.26,0.73,speech_chair
will,have,20,22.99,0.87,0.5091029604117152,-0.29,0.64,speech_chair
will,provide,6,7.66,0.78,0.5044429340160458,-0.3,0.59,speech_chair
will,warrant,4,5.84,0.68,0.4397121604168135,-0.36,0.97,speech_chair
will,play,4,6.2,0.64,0.32085412820176884,-0.49,1.33,speech_chair
will,note,3,5.11,0.59,0.2808441846842031,-0.55,1.5,speech_chair
will,help,21,27.37,0.77,0.14498868039693716,-0.84,2.49,speech_chair
will,be,3,6.2,0.48,0.13193507117055897,-0.88,2.93,speech_chair
will,do,14,20.44,0.68,0.09189766951666228,-1.04,3.44,speech_chair
will,hold,3,6.57,0.46,0.08958467597422543,-1.05,3.47,speech_chair
will,improve,3,6.57,0.46,0.08958467597422543,-1.05,3.47,speech_chair
will,affect,4,8.39,0.48,0.07961120560792709,-1.1,4.09,speech_chair
will,see,4,8.76,0.46,0.053733208406334027,-1.27,4.63,speech_chair
will,reflect,3,7.66,0.39,0.039345482832079455,-1.41,5.2,speech_chair
will,find,3,8.03,0.37,0.025864074646511703,-1.59,5.81,speech_chair
will,use,4,12.41,0.32,0.0019327526182554393,-2.71,10.77,speech_chair
would,like,54,9.66,5.59,5.1924052860498666e-42,41.28,190.2,speech_chair
would,expect,15,3.58,4.19,3.346722284794719e-08,7.48,31.39,speech_chair
would,prefer,6,1.07,5.59,3.2078614210043964e-05,4.49,20.7,speech_chair
would,be+consistent,7,1.43,4.89,3.8461270147936054e-05,4.41,18.53,speech_chair
would,signal,5,1.07,4.66,0.0009232767343411953,3.03,12.23,speech_chair
would,be+expansionary,3,0.54,5.59,0.005700629535673973,2.24,10.34,speech_chair
would,imply,3,0.54,5.59,0.005700629535673973,2.24,10.34,speech_chair
would,increase,6,1.97,3.05,0.006540165958135025,2.18,7.5,speech_chair
would,risk,6,1.97,3.05,0.006540165958135025,2.18,7.5,speech_chair
would,suggest,4,1.07,3.73,0.011217476461163674,1.95,6.94,speech_chair
would,tend,6,2.15,2.79,0.011128937005209253,1.95,6.41,speech_chair
would,lose,3,0.72,4.19,0.019756244234570113,1.7,6.23,speech_chair
would,be+higher,3,0.89,3.35,0.04285859562150224,1.37,4.39,speech_chair
would,be+necessary,3,0.89,3.35,0.04285859562150224,1.37,4.39,speech_chair
would,agree,3,1.07,2.79,0.07449971478184084,1.13,3.2,speech_chair
would,create,3,1.07,2.79,0.07449971478184084,1.13,3.2,speech_chair
would,mean,3,1.07,2.79,0.07449971478184084,1.13,3.2,speech_chair
would,shift,3,1.07,2.79,0.07449971478184084,1.13,3.2,speech_chair
would,spend,3,1.07,2.79,0.07449971478184084,1.13,3.2,speech_chair
would,fall,4,1.79,2.24,0.0863832580562277,1.06,2.68,speech_chair
would,note,5,2.5,2.0,0.08830599346939079,1.05,2.52,speech_chair
would,add,3,1.25,2.4,0.11349934882979644,0.95,2.35,speech_chair
would,slow,3,1.25,2.4,0.11349934882979644,0.95,2.35,speech_chair
would,be+appropriate,11,7.33,1.5,0.14902987094645154,0.83,2.03,speech_chair
would,be+able,5,2.68,1.86,0.16543743747808254,0.78,2.07,speech_chair
would,benefit,5,2.86,1.75,0.1847415745638308,0.73,1.68,speech_chair
would,be,5,3.04,1.64,0.2084465712098152,0.68,1.35,speech_chair
would,have,15,11.27,1.33,0.24320265512815153,0.61,1.42,speech_chair
would,result,4,2.15,1.86,0.24567740644992433,0.61,1.65,speech_chair
would,rise,6,3.76,1.6,0.24646198271343822,0.61,1.45,speech_chair
would,push,4,2.33,1.72,0.26712415995834154,0.57,1.27,speech_chair
would,face,4,2.5,1.6,0.2941862641777911,0.53,0.96,speech_chair
would,remain,8,5.9,1.36,0.35903641380948853,0.44,0.85,speech_chair
would,consider,5,3.58,1.4,0.3831612644174971,0.42,0.63,speech_chair
would,decline,3,1.97,1.52,0.42668012480788214,0.37,0.59,speech_chair
would,respond,3,1.97,1.52,0.42668012480788214,0.37,0.59,speech_chair
would,require,8,6.44,1.24,0.5106642967520897,0.29,0.44,speech_chair
would,warrant,4,2.86,1.4,0.5086250359179801,0.29,0.51,speech_chair
would,move,7,5.9,1.19,0.6467318678748302,0.19,0.24,speech_chair
would,allow,3,2.33,1.29,0.7139685634411423,0.15,0.22,speech_chair
would,pose,3,2.33,1.29,0.7139685634411423,0.15,0.22,speech_chair
would,keep,3,2.5,1.2,0.7260285095907246,0.14,0.11,speech_chair
would,return,3,2.5,1.2,0.7260285095907246,0.14,0.11,speech_chair
would,depend,4,3.58,1.12,0.7706439725247934,0.11,0.06,speech_chair
would,need,10,9.66,1.04,0.8586303245238833,0.07,0.01,speech_chair
would,become,3,2.86,1.05,1.0,-0.0,0.01,speech_chair
would,begin,3,3.58,0.84,1.0,0.0,0.12,speech_chair
would,make,6,6.8,0.88,1.0,0.0,0.12,speech_chair
would,lead,4,4.83,0.83,0.8056107773535437,-0.09,0.18,speech_chair
would,do,7,10.02,0.7,0.37863140998939604,-0.42,1.23,speech_chair
would,take,5,10.02,0.5,0.08006097451216801,-1.1,3.67,speech_chair
would,help,6,13.42,0.45,0.021571359297822758,-1.67,6.16,speech_chair
would,continue,8,18.61,0.43,0.003964087604429178,-2.4,9.22,speech_chair
could,impede,46,2.99,15.4,8.315727493037663e-70,69.08,320.55,statement
could,pose,4,0.26,15.4,1.5846433436964838e-05,4.8,22.18,statement
may,warrant,15,1.23,12.22,3.1520192869912025e-15,14.5,63.61,statement
may,be+appropriate,10,1.86,5.38,3.501928026461037e-06,5.46,21.82,statement
should,help,21,0.94,22.27,1.2510723762175385e-31,30.9,141.34,statement
should,promote,6,0.26,23.33,3.9015667572317e-09,8.41,38.92,statement
should,maintain,6,0.34,17.5,1.0272417292981783e-07,6.99,30.06,statement
will,take,123,96.96,1.27,1.7617699666926968e-14,13.75,64.53,statement
