key,unit,period,macro,k,n,r,p_r,rho,p_rho
minutes,ALL,T2,cfnai,3,91,-0.0143,0.8933,0.0127,0.9049
minutes,ALL,T2,cfnai,4,90,-0.0021,0.9842,0.0131,0.9022
minutes,ALL,T2,cfnai,5,89,-0.0469,0.6627,-0.0884,0.4099
minutes,ALL,T2,cfnai,6,89,-0.1781,0.0949,0.0125,0.9071
minutes,ALL,T2,cfnai,7,88,-0.0997,0.3552,0.0713,0.5094
minutes,ALL,T2,cfnai,8,87,-0.0229,0.8332,0.0235,0.8291
minutes,ALL,T2,cfnai,9,87,0.1949,0.0704,0.0266,0.8071
minutes,ALL,T2,vix,-9,91,-0.0718,0.4991,-0.0226,0.8316
minutes,ALL,T2,vix,-8,91,-0.0868,0.4134,-0.0928,0.3816
minutes,ALL,T2,vix,-7,91,-0.1103,0.2978,-0.0891,0.4008
minutes,ALL,T2,vix,-6,91,-0.0097,0.9275,-0.0397,0.709
minutes,ALL,T2,vix,-5,91,-0.0478,0.6526,-0.0326,0.7593
minutes,ALL,T2,vix,-4,91,-0.0799,0.4513,-0.1101,0.2988
minutes,ALL,T2,vix,-3,91,-0.1282,0.2257,-0.1758,0.0955
minutes,ALL,T2,vix,-2,91,-0.0654,0.5379,-0.075,0.4799
minutes,ALL,T2,vix,-1,91,-0.0803,0.4492,-0.0639,0.5473
minutes,ALL,T2,vix,0,91,-0.0296,0.7804,-0.0038,0.9716
minutes,ALL,T2,vix,1,91,-0.0893,0.3999,-0.0598,0.5737
minutes,ALL,T2,vix,2,91,0.0094,0.9295,-0.0319,0.764
minutes,ALL,T2,vix,3,91,-0.0103,0.9227,-0.0321,0.7628
minutes,ALL,T2,vix,4,90,0.0275,0.7973,0.0518,0.6275
minutes,ALL,T2,vix,5,89,0.2052,0.0537,0.1223,0.2537
minutes,ALL,T2,vix,6,89,0.1122,0.2953,0.0651,0.5442
minutes,ALL,T2,vix,7,88,0.112,0.2988,0.0803,0.457
minutes,ALL,T2,vix,8,87,0.0916,0.3986,0.1532,0.1567
minutes,ALL,T2,vix,9,87,0.0325,0.765,0.0696,0.5216
minutes,could,T1,cfnai,-9,99,0.1351,0.1826,-0.0452,0.657
minutes,could,T1,cfnai,-8,99,0.1163,0.2516,0.0008,0.994
minutes,could,T1,cfnai,-7,99,-0.0121,0.9056,-0.0961,0.344
minutes,could,T1,cfnai,-6,99,-0.1276,0.2082,-0.1028,0.3115
minutes,could,T1,cfnai,-5,99,-0.103,0.3105,-0.1028,0.3115
minutes,could,T1,cfnai,-4,99,0.0052,0.959,-0.0456,0.6541
minutes,could,T1,cfnai,-3,99,0.0746,0.4631,-0.0591,0.5615
minutes,could,T1,cfnai,-2,99,0.0243,0.8115,-0.0805,0.4281
minutes,could,T1,cfnai,-1,99,-0.0303,0.7658,-0.1458,0.15
minutes,could,T1,cfnai,0,99,-0.143,0.1581,-0.0921,0.3645
minutes,could,T1,cfnai,1,99,-0.0246,0.8091,-0.0833,0.4126
minutes,could,T1,cfnai,2,99,-0.0604,0.5526,-0.1473,0.1456
minutes,could,T1,cfnai,3,99,-0.2299,0.0221,-0.1652,0.1022
minutes,could,T1,cfnai,4,98,-0.2534,0.0118,-0.1572,0.1221
minutes,could,T1,cfnai,5,97,-0.2857,0.0046,-0.2553,0.0116
minutes,could,T1,cfnai,6,97,-0.1181,0.2494,-0.1498,0.1431
minutes,could,T1,cfnai,7,96,-0.0401,0.6979,0.0156,0.8797
minutes,could,T1,cfnai,8,95,0.0017,0.9869,-0.0076,0.9415
minutes,could,T1,cfnai,9,95,0.1856,0.0718,0.0349,0.7374
minutes,could,T1,vix,-9,99,0.0151,0.8822,0.0468,0.6457
minutes,could,T1,vix,-8,99,0.0728,0.4738,0.0652,0.5212
minutes,could,T1,vix,-7,99,0.0453,0.6561,0.0705,0.4883
minutes,could,T1,vix,-6,99,0.0606,0.551,0.0427,0.6746
minutes,could,T1,vix,-5,99,0.0726,0.4749,0.1043,0.3044
minutes,could,T1,vix,-4,99,-0.0344,0.7352,0.0602,0.5541
minutes,could,T1,vix,-3,99,-0.0177,0.8621,0.0392,0.7
minutes,could,T1,vix,-2,99,0.023,0.8216,0.0825,0.417
minutes,could,T1,vix,-1,99,0.1294,0.2018,0.1487,0.1418
minutes,could,T1,vix,0,99,0.0656,0.519,0.1709,0.0908
minutes,could,T1,vix,1,99,0.0504,0.6206,0.1027,0.3117
minutes,could,T1,vix,2,99,0.2207,0.0282,0.0739,0.4675
minutes,could,T1,vix,3,99,0.1889,0.0611,0.1171,0.2482
minutes,could,T1,vix,4,98,0.2108,0.0372,0.1535,0.1312
minutes,could,T1,vix,5,97,0.3894,0.0001,0.2688,0.0078
minutes,could,T1,vix,6,97,0.2572,0.011,0.2046,0.0444
minutes,could,T1,vix,7,96,0.2066,0.0435,0.1623,0.1141
minutes,could,T1,vix,8,95,0.2084,0.0427,0.2094,0.0417
minutes,could,T1,vix,9,95,0.2712,0.0079,0.2552,0.0125
minutes,could,T2,cfnai,-9,91,0.1594,0.1312,0.0052,0.9606
minutes,could,T2,cfnai,-8,91,0.1921,0.0681,0.0437,0.681
minutes,could,T2,cfnai,-7,91,0.1475,0.1629,-0.0418,0.6938
minutes,could,T2,cfnai,-6,91,-0.0618,0.5607,-0.0391,0.7126
minutes,could,T2,cfnai,-5,91,-0.0625,0.5562,-0.0747,0.4815
minutes,could,T2,cfnai,-4,91,-0.0254,0.8108,-0.0384,0.7176
minutes,could,T2,cfnai,-3,91,-0.0155,0.8838,-0.0547,0.6066
minutes,could,T2,cfnai,-2,91,-0.0819,0.44,-0.0976,0.3572
minutes,could,T2,cfnai,-1,91,-0.0801,0.4502,-0.1645,0.1193
minutes,could,T2,cfnai,0,91,-0.0959,0.3658,-0.0919,0.3865
minutes,could,T2,cfnai,1,91,-0.044,0.6785,-0.1061,0.3168
minutes,could,T2,cfnai,2,91,-0.1329,0.2092,-0.1646,0.1189
minutes,could,T2,cfnai,3,91,-0.2196,0.0365,-0.2091,0.0467
minutes,could,T2,cfnai,4,90,-0.1765,0.0961,-0.2032,0.0548
minutes,could,T2,cfnai,5,89,-0.2602,0.0138,-0.2911,0.0056
minutes,could,T2,cfnai,6,89,-0.382,0.0002,-0.2661,0.0117
minutes,could,T2,cfnai,7,88,-0.1758,0.1014,-0.0871,0.4196
minutes,could,T2,cfnai,8,87,-0.0898,0.408,-0.0963,0.3749
minutes,could,T2,cfnai,9,87,0.153,0.1572,-0.0644,0.5533
minutes,could,T2,vix,-9,91,0.0656,0.5369,0.0869,0.4125
minutes,could,T2,vix,-8,91,0.0165,0.8764,0.0226,0.8314
minutes,could,T2,vix,-7,91,0.0143,0.8933,0.0547,0.6065
minutes,could,T2,vix,-6,91,0.0315,0.7672,0.029,0.7846
minutes,could,T2,vix,-5,91,0.0333,0.7543,0.102,0.3362
minutes,could,T2,vix,-4,91,0.0109,0.9182,0.0521,0.6238
minutes,could,T2,vix,-3,91,-0.0492,0.643,0.0272,0.7981
minutes,could,T2,vix,-2,91,0.0135,0.8992,0.0732,0.4905
minutes,could,T2,vix,-1,91,0.1031,0.3306,0.1387,0.1896
minutes,could,T2,vix,0,91,0.0883,0.4052,0.1747,0.0977
minutes,could,T2,vix,1,91,0.0093,0.9306,0.0678,0.523
minutes,could,T2,vix,2,91,-0.0186,0.8613,0.0145,0.8913
minutes,could,T2,vix,3,91,0.0855,0.4202,0.0731,0.491
minutes,could,T2,vix,4,90,0.1347,0.2056,0.1081,0.3103
minutes,could,T2,vix,5,89,0.3465,0.0009,0.2434,0.0215
minutes,could,T2,vix,6,89,0.2277,0.0318,0.1711,0.1089
minutes,could,T2,vix,7,88,0.1985,0.0638,0.1472,0.1711
minutes,could,T2,vix,8,87,0.1714,0.1124,0.185,0.0863
minutes,could,T2,vix,9,87,0.2324,0.0303,0.2364,0.0275
minutes,may,T1,cfnai,-9,99,0.123,0.2251,0.1862,0.065
minutes,may,T1,cfnai,-8,99,0.1026,0.3123,0.0534,0.5993
minutes,may,T1,cfnai,-7,99,0.1274,0.209,0.0517,0.6111
minutes,may,T1,cfnai,-6,99,0.027,0.7905,0.0564,0.5789
minutes,may,T1,cfnai,-5,99,-0.0031,0.9759,-0.0192,0.8501
minutes,may,T1,cfnai,-4,99,-0.0359,0.7242,-0.0464,0.6486
minutes,may,T1,cfnai,-3,99,0.0154,0.8796,-0.0717,0.4808
minutes,may,T1,cfnai,-2,99,-0.0404,0.6913,-0.0921,0.3646
minutes,may,T1,cfnai,-1,99,-0.1065,0.2942,-0.1192,0.2401
minutes,may,T1,cfnai,0,99,-0.2217,0.0274,-0.2156,0.0321
minutes,may,T1,cfnai,1,99,-0.1121,0.2693,-0.2912,0.0035
minutes,may,T1,cfnai,2,99,-0.0756,0.457,-0.2809,0.0049
minutes,may,T1,cfnai,3,99,0.0276,0.7862,-0.1792,0.0759
minutes,may,T1,cfnai,4,98,-0.0876,0.391,-0.2459,0.0147
minutes,may,T1,cfnai,5,97,-0.1408,0.169,-0.2461,0.0151
minutes,may,T1,cfnai,6,97,-0.1084,0.2907,-0.186,0.0682
minutes,may,T1,cfnai,7,96,0.0128,0.9012,-0.1177,0.2533
minutes,may,T1,cfnai,8,95,0.0267,0.7973,-0.1308,0.2063
minutes,may,T1,cfnai,9,95,0.1468,0.1557,-0.0869,0.4026
minutes,may,T1,vix,-9,99,-0.1313,0.1951,-0.1159,0.2531
minutes,may,T1,vix,-8,99,-0.1594,0.115,-0.1234,0.2237
minutes,may,T1,vix,-7,99,-0.1666,0.0993,-0.2129,0.0344
minutes,may,T1,vix,-6,99,-0.1892,0.0607,-0.2069,0.0399
minutes,may,T1,vix,-5,99,-0.2103,0.0367,-0.2373,0.0181
minutes,may,T1,vix,-4,99,-0.223,0.0265,-0.1841,0.0681
minutes,may,T1,vix,-3,99,-0.1469,0.1469,-0.1449,0.1524
minutes,may,T1,vix,-2,99,-0.1568,0.1211,-0.1261,0.2134
minutes,may,T1,vix,-1,99,-0.1278,0.2075,-0.2671,0.0075
minutes,may,T1,vix,0,99,-0.1779,0.078,-0.2237,0.026
minutes,may,T1,vix,1,99,-0.2193,0.0292,-0.2347,0.0194
minutes,may,T1,vix,2,99,-0.078,0.4426,-0.1175,0.2469
minutes,may,T1,vix,3,99,-0.0033,0.9743,-0.0341,0.7379
minutes,may,T1,vix,4,98,-0.0057,0.9553,0.0036,0.9717
minutes,may,T1,vix,5,97,0.0319,0.7566,-0.0375,0.715
minutes,may,T1,vix,6,97,-0.1089,0.2882,-0.1632,0.1103
minutes,may,T1,vix,7,96,-0.1228,0.2332,-0.1182,0.2514
minutes,may,T1,vix,8,95,-0.1073,0.3009,-0.1035,0.3181
minutes,may,T1,vix,9,95,-0.1201,0.2462,-0.0156,0.8809
minutes,may,T2,cfnai,-9,91,0.1,0.3457,0.1046,0.3236
minutes,may,T2,cfnai,-8,91,-0.0053,0.9602,-0.0417,0.6946
minutes,may,T2,cfnai,-7,91,-0.0458,0.6664,-0.0257,0.8086
minutes,may,T2,cfnai,-6,91,-0.1759,0.0953,-0.0261,0.8057
minutes,may,T2,cfnai,-5,91,-0.1743,0.0984,-0.0711,0.5029
minutes,may,T2,cfnai,-4,91,-0.1331,0.2086,-0.057,0.5914
minutes,may,T2,cfnai,-3,91,-0.1753,0.0965,-0.1011,0.3402
minutes,may,T2,cfnai,-2,91,-0.0558,0.5994,-0.0308,0.7722
minutes,may,T2,cfnai,-1,91,-0.0992,0.3494,-0.0563,0.5962
minutes,may,T2,cfnai,0,91,-0.1542,0.1444,-0.1309,0.2163
minutes,may,T2,cfnai,1,91,-0.223,0.0336,-0.2285,0.0294
minutes,may,T2,cfnai,2,91,-0.2591,0.0131,-0.2506,0.0166
minutes,may,T2,cfnai,3,91,-0.1683,0.1109,-0.1854,0.0784
minutes,may,T2,cfnai,4,90,-0.1081,0.3105,-0.1963,0.0637
minutes,may,T2,cfnai,5,89,-0.1227,0.2521,-0.2142,0.0438
minutes,may,T2,cfnai,6,89,-0.0955,0.3734,-0.1186,0.2684
minutes,may,T2,cfnai,7,88,0.029,0.7886,-0.0744,0.4911
minutes,may,T2,cfnai,8,87,0.0676,0.534,-0.0567,0.6016
minutes,may,T2,cfnai,9,87,0.1715,0.1122,-0.0218,0.8408
minutes,may,T2,vix,-9,91,-0.0729,0.492,-0.0979,0.356
minutes,may,T2,vix,-8,91,-0.1112,0.2938,-0.1414,0.1812
minutes,may,T2,vix,-7,91,-0.0983,0.3537,-0.1664,0.115
minutes,may,T2,vix,-6,91,-0.0883,0.4051,-0.1586,0.1333
minutes,may,T2,vix,-5,91,-0.1114,0.293,-0.1537,0.1457
minutes,may,T2,vix,-4,91,-0.1495,0.1573,-0.1071,0.3121
minutes,may,T2,vix,-3,91,-0.0819,0.4405,-0.0644,0.5443
minutes,may,T2,vix,-2,91,-0.0965,0.3628,-0.0626,0.5555
minutes,may,T2,vix,-1,91,-0.2344,0.0254,-0.2275,0.0301
minutes,may,T2,vix,0,91,-0.1934,0.0662,-0.1657,0.1165
minutes,may,T2,vix,1,91,-0.1934,0.0662,-0.1793,0.0891
minutes,may,T2,vix,2,91,-0.0571,0.591,-0.0415,0.6962
minutes,may,T2,vix,3,91,0.0421,0.6917,0.0408,0.7008
minutes,may,T2,vix,4,90,0.04,0.7081,0.0778,0.466
minutes,may,T2,vix,5,89,0.0416,0.699,0.0054,0.9601
minutes,may,T2,vix,6,89,-0.1109,0.3008,-0.1409,0.1878
minutes,may,T2,vix,7,88,-0.1269,0.2389,-0.1044,0.333
minutes,may,T2,vix,8,87,-0.1064,0.3268,-0.0794,0.465
minutes,may,T2,vix,9,87,-0.1447,0.1811,-0.0028,0.9797
minutes,should,T1,cfnai,-9,99,0.1945,0.0537,-0.0209,0.8372
minutes,should,T1,cfnai,-8,99,0.2185,0.0298,0.1043,0.304
minutes,should,T1,cfnai,-7,99,0.1029,0.3109,0.0676,0.5063
minutes,should,T1,cfnai,-6,99,-0.0126,0.9018,0.0236,0.817
minutes,should,T1,cfnai,-5,99,-0.0499,0.6239,-0.0922,0.3642
minutes,should,T1,cfnai,-4,99,0.035,0.7306,-0.0129,0.8995
minutes,should,T1,cfnai,-3,99,0.0713,0.4831,0.101,0.3198
minutes,should,T1,cfnai,-2,99,0.0267,0.7934,0.0122,0.9044
minutes,should,T1,cfnai,-1,99,0.0374,0.713,0.0694,0.4949
minutes,should,T1,cfnai,0,99,0.0034,0.9732,0.0761,0.4542
minutes,should,T1,cfnai,1,99,0.0148,0.8847,0.0709,0.4854
minutes,should,T1,cfnai,2,99,-0.0014,0.9889,0.0699,0.492
minutes,should,T1,cfnai,3,99,-0.0633,0.5334,0.0352,0.7294
minutes,should,T1,cfnai,4,98,-0.0115,0.9109,0.088,0.3887
minutes,should,T1,cfnai,5,97,0.018,0.8614,0.0995,0.3323
minutes,should,T1,cfnai,6,97,0.0451,0.6613,0.1675,0.1011
minutes,should,T1,cfnai,7,96,-0.0377,0.7156,0.1042,0.3125
minutes,should,T1,cfnai,8,95,-0.0462,0.6565,0.0224,0.8294
minutes,should,T1,cfnai,9,95,0.0288,0.782,0.0556,0.5924
minutes,should,T1,vix,-9,99,-0.1771,0.0795,-0.049,0.63
minutes,should,T1,vix,-8,99,-0.1234,0.2238,-0.0794,0.4348
minutes,should,T1,vix,-7,99,-0.182,0.0713,-0.1642,0.1044
minutes,should,T1,vix,-6,99,-0.1696,0.0932,-0.1383,0.1722
minutes,should,T1,vix,-5,99,-0.1987,0.0486,-0.1306,0.1977
minutes,should,T1,vix,-4,99,-0.1937,0.0547,-0.1722,0.0884
minutes,should,T1,vix,-3,99,-0.242,0.0158,-0.2144,0.0331
minutes,should,T1,vix,-2,99,-0.2897,0.0036,-0.2515,0.012
minutes,should,T1,vix,-1,99,-0.1824,0.0708,-0.1856,0.0659
minutes,should,T1,vix,0,99,-0.1909,0.0584,-0.1538,0.1286
minutes,should,T1,vix,1,99,-0.1924,0.0564,-0.1813,0.0725
minutes,should,T1,vix,2,99,-0.0438,0.6672,-0.1443,0.1542
minutes,should,T1,vix,3,99,-0.12,0.2369,-0.1428,0.1585
minutes,should,T1,vix,4,98,-0.1323,0.194,-0.1372,0.1779
minutes,should,T1,vix,5,97,0.0537,0.6013,-0.0079,0.9388
minutes,should,T1,vix,6,97,0.0844,0.4112,0.0662,0.5195
minutes,should,T1,vix,7,96,0.062,0.5481,0.0528,0.6093
minutes,should,T1,vix,8,95,0.0427,0.6814,0.0322,0.7565
minutes,should,T1,vix,9,95,-0.0258,0.8043,-0.0505,0.6272
minutes,should,T2,cfnai,-9,91,0.179,0.0896,-0.0694,0.513
minutes,should,T2,cfnai,-8,91,0.178,0.0913,0.0902,0.3953
minutes,should,T2,cfnai,-7,91,0.1114,0.2932,0.043,0.6855
minutes,should,T2,cfnai,-6,91,-0.0763,0.4722,-0.0302,0.7764
minutes,should,T2,cfnai,-5,91,-0.1403,0.1848,-0.1041,0.326
minutes,should,T2,cfnai,-4,91,-0.0176,0.8684,-0.0303,0.7756
minutes,should,T2,cfnai,-3,91,0.0936,0.3776,0.1008,0.3416
minutes,should,T2,cfnai,-2,91,0.0888,0.4024,0.0638,0.5478
minutes,should,T2,cfnai,-1,91,0.1177,0.2665,0.13,0.2195
minutes,should,T2,cfnai,0,91,0.1116,0.2922,0.1184,0.2638
minutes,should,T2,cfnai,1,91,0.1872,0.0757,0.1507,0.1538
minutes,should,T2,cfnai,2,91,0.0777,0.4641,0.1281,0.2264
minutes,should,T2,cfnai,3,91,0.1467,0.1654,0.124,0.2417
minutes,should,T2,cfnai,4,90,0.1291,0.2254,0.1915,0.0706
minutes,should,T2,cfnai,5,89,0.1313,0.2202,0.1872,0.079
minutes,should,T2,cfnai,6,89,0.0167,0.8767,0.2344,0.027
minutes,should,T2,cfnai,7,88,-0.0593,0.583,0.1615,0.1327
minutes,should,T2,cfnai,8,87,-0.0469,0.6659,0.055,0.6127
minutes,should,T2,cfnai,9,87,0.0331,0.761,0.093,0.3915
minutes,should,T2,vix,-9,91,-0.1269,0.2306,-0.0287,0.7873
minutes,should,T2,vix,-8,91,-0.157,0.1372,-0.1007,0.3422
minutes,should,T2,vix,-7,91,-0.1977,0.0603,-0.1538,0.1456
minutes,should,T2,vix,-6,91,-0.1206,0.255,-0.1061,0.3169
minutes,should,T2,vix,-5,91,-0.1808,0.0864,-0.1125,0.2882
minutes,should,T2,vix,-4,91,-0.2157,0.04,-0.1467,0.1652
minutes,should,T2,vix,-3,91,-0.2337,0.0258,-0.1792,0.0892
minutes,should,T2,vix,-2,91,-0.2662,0.0108,-0.2131,0.0426
minutes,should,T2,vix,-1,91,-0.2145,0.0412,-0.147,0.1644
minutes,should,T2,vix,0,91,-0.183,0.0826,-0.0991,0.3498
minutes,should,T2,vix,1,91,-0.1561,0.1395,-0.1502,0.1552
minutes,should,T2,vix,2,91,-0.1229,0.2458,-0.1404,0.1845
minutes,should,T2,vix,3,91,-0.1452,0.1697,-0.1366,0.1967
minutes,should,T2,vix,4,90,-0.1395,0.1898,-0.1382,0.194
minutes,should,T2,vix,5,89,0.0599,0.577,0.0123,0.9086
minutes,should,T2,vix,6,89,0.0933,0.3846,0.0802,0.4548
minutes,should,T2,vix,7,88,0.0822,0.4465,0.0671,0.5344
minutes,should,T2,vix,8,87,0.0429,0.693,0.0346,0.7506
minutes,should,T2,vix,9,87,-0.0407,0.7084,-0.0613,0.573
minutes,will,T1,cfnai,-9,99,0.0453,0.6565,0.025,0.8061
minutes,will,T1,cfnai,-8,99,0.0118,0.9077,-0.1523,0.1325
minutes,will,T1,cfnai,-7,99,-0.0461,0.6502,-0.1472,0.146
minutes,will,T1,cfnai,-6,99,-0.0953,0.3482,-0.1036,0.3073
minutes,will,T1,cfnai,-5,99,-0.0837,0.4104,-0.1157,0.254
minutes,will,T1,cfnai,-4,99,-0.0013,0.9897,-0.0208,0.8379
minutes,will,T1,cfnai,-3,99,0.0445,0.6618,-0.1324,0.1913
minutes,will,T1,cfnai,-2,99,0.0357,0.7259,-0.0908,0.3715
minutes,will,T1,cfnai,-1,99,0.0111,0.9131,-0.087,0.3919
minutes,will,T1,cfnai,0,99,0.0022,0.9831,-0.1409,0.1641
minutes,will,T1,cfnai,1,99,0.0295,0.7722,-0.1209,0.2333
minutes,will,T1,cfnai,2,99,0.0272,0.7895,-0.1102,0.2775
minutes,will,T1,cfnai,3,99,-0.1022,0.3142,-0.2588,0.0097
minutes,will,T1,cfnai,4,98,-0.1635,0.1076,-0.3217,0.0012
minutes,will,T1,cfnai,5,97,-0.1839,0.0714,-0.3525,0.0004
minutes,will,T1,cfnai,6,97,-0.0156,0.8794,-0.2105,0.0385
minutes,will,T1,cfnai,7,96,0.0502,0.6275,-0.1819,0.076
minutes,will,T1,cfnai,8,95,0.0354,0.7335,-0.2323,0.0235
minutes,will,T1,cfnai,9,95,-0.0074,0.9435,-0.1811,0.0791
minutes,will,T1,vix,-9,99,-0.1126,0.2672,-0.0688,0.4987
minutes,will,T1,vix,-8,99,-0.0595,0.5583,-0.071,0.4852
minutes,will,T1,vix,-7,99,-0.0976,0.3367,-0.1396,0.168
minutes,will,T1,vix,-6,99,-0.1184,0.2432,-0.1405,0.1655
minutes,will,T1,vix,-5,99,-0.0745,0.4639,-0.0489,0.6306
minutes,will,T1,vix,-4,99,-0.1197,0.2379,-0.0424,0.6768
minutes,will,T1,vix,-3,99,-0.1221,0.2288,-0.0966,0.3417
minutes,will,T1,vix,-2,99,-0.1092,0.2819,-0.1076,0.2893
minutes,will,T1,vix,-1,99,-0.1693,0.0938,-0.1994,0.0479
minutes,will,T1,vix,0,99,-0.1786,0.0769,-0.1621,0.109
minutes,will,T1,vix,1,99,-0.167,0.0986,-0.1629,0.1073
minutes,will,T1,vix,2,99,-0.0555,0.5851,-0.0731,0.472
minutes,will,T1,vix,3,99,-0.0305,0.7646,-0.0762,0.4536
minutes,will,T1,vix,4,98,-0.0511,0.6172,-0.0599,0.558
minutes,will,T1,vix,5,97,-0.1092,0.2869,-0.1267,0.2163
minutes,will,T1,vix,6,97,-0.1171,0.2532,-0.1843,0.0708
minutes,will,T1,vix,7,96,-0.1575,0.1255,-0.1755,0.0873
minutes,will,T1,vix,8,95,-0.0949,0.3601,-0.0989,0.3404
minutes,will,T1,vix,9,95,-0.1008,0.3313,-0.0893,0.3896
minutes,will,T2,cfnai,-9,91,0.0334,0.753,0.0118,0.9117
minutes,will,T2,cfnai,-8,91,-0.0408,0.7006,-0.1686,0.1102
minutes,will,T2,cfnai,-7,91,-0.09,0.396,-0.1779,0.0915
minutes,will,T2,cfnai,-6,91,-0.1177,0.2664,-0.1378,0.1927
minutes,will,T2,cfnai,-5,91,-0.0908,0.392,-0.1317,0.2133
minutes,will,T2,cfnai,-4,91,-0.0819,0.4402,-0.0639,0.5473
minutes,will,T2,cfnai,-3,91,-0.1295,0.2211,-0.1655,0.117
minutes,will,T2,cfnai,-2,91,-0.0595,0.5756,-0.1303,0.2182
minutes,will,T2,cfnai,-1,91,-0.1146,0.2796,-0.1444,0.1722
minutes,will,T2,cfnai,0,91,-0.1515,0.1518,-0.1811,0.0859
minutes,will,T2,cfnai,1,91,-0.1848,0.0795,-0.1733,0.1004
minutes,will,T2,cfnai,2,91,-0.1407,0.1834,-0.1723,0.1024
minutes,will,T2,cfnai,3,91,-0.1811,0.0858,-0.2539,0.0152
minutes,will,T2,cfnai,4,90,-0.1321,0.2144,-0.3135,0.0026
minutes,will,T2,cfnai,5,89,-0.1403,0.1898,-0.3217,0.0021
minutes,will,T2,cfnai,6,89,-0.0136,0.8993,-0.2245,0.0344
minutes,will,T2,cfnai,7,88,0.057,0.5981,-0.1999,0.0619
