key,unit,period,macro,k,n,r,p_r,rho,p_rho
minutes,ALL,T2,cfnai,3,91,-0.0143,0.8933,0.0127,0.9049
minutes,ALL,T2,cfnai,4,90,-0.0021,0.9842,0.0131,0.9022
minutes,ALL,T2,cfnai,5,89,-0.0469,0.6627,-0.0884,0.4099
minutes,ALL,T2,cfnai,6,89,-0.1781,0.0949,0.0125,0.9071
minutes,ALL,T2,cfnai,7,88,-0.0997,0.3552,0.0713,0.5094
minutes,ALL,T2,cfnai,8,87,-0.0229,0.8332,0.0235,0.8291
minutes,ALL,T2,cfnai,9,87,0.1949,0.0704,0.0266,0.8071
minutes,ALL,T2,vix,-9,91,-0.0718,0.4991,-0.0226,0.8316
minutes,ALL,T2,vix,-8,91,-0.0868,0.4134,-0.0928,0.3816
minutes,ALL,T2,vix,-7,91,-0.1103,0.2978,-0.0891,0.4008
minutes,ALL,T2,vix,-6,91,-0.0097,0.9275,-0.0397,0.709
minutes,ALL,T2,vix,-5,91,-0.0478,0.6526,-0.0326,0.7593
minutes,ALL,T2,vix,-4,91,-0.0799,0.4513,-0.1101,0.2988
minutes,ALL,T2,vix,-3,91,-0.1282,0.2257,-0.1758,0.0955
minutes,ALL,T2,vix,-2,91,-0.0654,0.5379,-0.075,0.4799
minutes,ALL,T2,vix,-1,91,-0.0803,0.4492,-0.0639,0.5473
minutes,ALL,T2,vix,0,91,-0.0296,0.7804,-0.0038,0.9716
minutes,ALL,T2,vix,1,91,-0.0893,0.3999,-0.0598,0.5737
minutes,ALL,T2,vix,2,91,0.0094,0.9295,-0.0319,0.764
minutes,ALL,T2,vix,3,91,-0.0103,0.9227,-0.0321,0.7628
minutes,ALL,T2,vix,4,90,0.0275,0.7973,0.0518,0.6275
minutes,ALL,T2,vix,5,89,0.2052,0.0537,0.1223,0.2537
minutes,ALL,T2,vix,6,89,0.1122,0.2953,0.0651,0.5442
minutes,ALL,T2,vix,7,88,0.112,0.2988,0.0803,0.457
minutes,ALL,T2,vix,8,87,0.0916,0.3986,0.1532,0.1567
minutes,ALL,T2,vix,9,87,0.0325,0.765,0.0696,0.5216
minutes,could,T1,cfnai,-9,198,0.1351,0.0578,-0.0452,0.5273
minutes,could,T1,cfnai,-8,198,0.1163,0.1027,0.0008,0.9914
minutes,could,T1,cfnai,-7,198,-0.0121,0.8659,-0.0961,0.178
minutes,could,T1,cfnai,-6,198,-0.1276,0.0733,-0.1028,0.1497
minutes,could,T1,cfnai,-5,198,-0.103,0.1489,-0.1028,0.1497
minutes,could,T1,cfnai,-4,198,0.0052,0.9417,-0.0456,0.5237
minutes,could,T1,cfnai,-3,198,0.0746,0.2963,-0.0591,0.4086
minutes,could,T1,cfnai,-2,198,0.0243,0.7343,-0.0805,0.2593
minutes,could,T1,cfnai,-1,198,-0.0303,0.6716,-0.1458,0.0405
minutes,could,T1,cfnai,0,198,-0.143,0.0445,-0.0921,0.1968
minutes,could,T1,cfnai,1,198,-0.0246,0.731,-0.0833,0.2435
minutes,could,T1,cfnai,2,198,-0.0604,0.3979,-0.1473,0.0383
minutes,could,T1,cfnai,3,198,-0.2299,0.0011,-0.1652,0.02
minutes,could,T1,cfnai,4,196,-0.2534,0.0003,-0.1572,0.0277
minutes,could,T1,cfnai,5,194,-0.2857,0.0001,-0.2553,0.0003
minutes,could,T1,cfnai,6,194,-0.1181,0.1011,-0.1498,0.0371
minutes,could,T1,cfnai,7,192,-0.0401,0.5806,0.0156,0.8295
minutes,could,T1,cfnai,8,190,0.0017,0.9814,-0.0076,0.9169
minutes,could,T1,cfnai,9,190,0.1856,0.0104,0.0349,0.633
minutes,could,T1,vix,-9,198,0.0151,0.833,0.0468,0.5128
minutes,could,T1,vix,-8,198,0.0728,0.3079,0.0652,0.3612
minutes,could,T1,vix,-7,198,0.0453,0.5262,0.0705,0.324
minutes,could,T1,vix,-6,198,0.0606,0.3961,0.0427,0.5502
minutes,could,T1,vix,-5,198,0.0726,0.3092,0.1043,0.1438
minutes,could,T1,vix,-4,198,-0.0344,0.6302,0.0602,0.3997
minutes,could,T1,vix,-3,198,-0.0177,0.8047,0.0392,0.5834
minutes,could,T1,vix,-2,198,0.023,0.7482,0.0825,0.248
minutes,could,T1,vix,-1,198,0.1294,0.0693,0.1487,0.0365
minutes,could,T1,vix,0,198,0.0656,0.3586,0.1709,0.0161
minutes,could,T1,vix,1,198,0.0504,0.4811,0.1027,0.1499
minutes,could,T1,vix,2,198,0.2207,0.0018,0.0739,0.301
minutes,could,T1,vix,3,198,0.1889,0.0077,0.1171,0.1003
minutes,could,T1,vix,4,196,0.2108,0.003,0.1535,0.0317
minutes,could,T1,vix,5,194,0.3894,0.0,0.2688,0.0002
minutes,could,T1,vix,6,194,0.2572,0.0003,0.2046,0.0042
minutes,could,T1,vix,7,192,0.2066,0.004,0.1623,0.0245
minutes,could,T1,vix,8,190,0.2084,0.0039,0.2094,0.0037
minutes,could,T1,vix,9,190,0.2712,0.0002,0.2552,0.0004
minutes,could,T2,cfnai,-9,182,0.1594,0.0316,0.0052,0.9439
minutes,could,T2,cfnai,-8,182,0.1921,0.0094,0.0437,0.5583
minutes,could,T2,cfnai,-7,182,0.1475,0.0469,-0.0418,0.575
minutes,could,T2,cfnai,-6,182,-0.0618,0.4074,-0.0391,0.5999
minutes,could,T2,cfnai,-5,182,-0.0625,0.402,-0.0747,0.3161
minutes,could,T2,cfnai,-4,182,-0.0254,0.7332,-0.0384,0.6065
minutes,could,T2,cfnai,-3,182,-0.0155,0.8352,-0.0547,0.4634
minutes,could,T2,cfnai,-2,182,-0.0819,0.2715,-0.0976,0.1898
minutes,could,T2,cfnai,-1,182,-0.0801,0.2823,-0.1645,0.0265
minutes,could,T2,cfnai,0,182,-0.0959,0.1978,-0.0919,0.2174
minutes,could,T2,cfnai,1,182,-0.044,0.5549,-0.1061,0.1539
minutes,could,T2,cfnai,2,182,-0.1329,0.0737,-0.1646,0.0264
minutes,could,T2,cfnai,3,182,-0.2196,0.0029,-0.2091,0.0046
minutes,could,T2,cfnai,4,180,-0.1765,0.0178,-0.2032,0.0062
minutes,could,T2,cfnai,5,178,-0.2602,0.0005,-0.2911,0.0001
minutes,could,T2,cfnai,6,178,-0.382,0.0,-0.2661,0.0003
minutes,could,T2,cfnai,7,176,-0.1758,0.0196,-0.0871,0.2503
minutes,could,T2,cfnai,8,174,-0.0898,0.2385,-0.0963,0.2062
minutes,could,T2,cfnai,9,174,0.153,0.0439,-0.0644,0.3984
minutes,could,T2,vix,-9,182,0.0656,0.3792,0.0869,0.2432
minutes,could,T2,vix,-8,182,0.0165,0.8247,0.0226,0.7617
minutes,could,T2,vix,-7,182,0.0143,0.8485,0.0547,0.4633
minutes,could,T2,vix,-6,182,0.0315,0.6733,0.029,0.6971
minutes,could,T2,vix,-5,182,0.0333,0.6558,0.102,0.1708
minutes,could,T2,vix,-4,182,0.0109,0.8837,0.0521,0.4849
minutes,could,T2,vix,-3,182,-0.0492,0.5092,0.0272,0.7156
minutes,could,T2,vix,-2,182,0.0135,0.8568,0.0732,0.3261
minutes,could,T2,vix,-1,182,0.1031,0.1659,0.1387,0.0618
minutes,could,T2,vix,0,182,0.0883,0.2358,0.1747,0.0184
minutes,could,T2,vix,1,182,0.0093,0.9013,0.0678,0.363
minutes,could,T2,vix,2,182,-0.0186,0.8035,0.0145,0.8457
minutes,could,T2,vix,3,182,0.0855,0.251,0.0731,0.3266
minutes,could,T2,vix,4,180,0.1347,0.0714,0.1081,0.1485
minutes,could,T2,vix,5,178,0.3465,0.0,0.2434,0.0011
minutes,could,T2,vix,6,178,0.2277,0.0022,0.1711,0.0224
minutes,could,T2,vix,7,176,0.1985,0.0083,0.1472,0.0512
minutes,could,T2,vix,8,174,0.1714,0.0237,0.185,0.0145
minutes,could,T2,vix,9,174,0.2324,0.002,0.2364,0.0017
minutes,may,T1,cfnai,-9,198,0.123,0.0843,0.1862,0.0086
minutes,may,T1,cfnai,-8,198,0.1026,0.1504,0.0534,0.4546
minutes,may,T1,cfnai,-7,198,0.1274,0.0737,0.0517,0.4692
minutes,may,T1,cfnai,-6,198,0.027,0.7054,0.0564,0.4296
minutes,may,T1,cfnai,-5,198,-0.0031,0.9657,-0.0192,0.7879
minutes,may,T1,cfnai,-4,198,-0.0359,0.6155,-0.0464,0.5166
minutes,may,T1,cfnai,-3,198,0.0154,0.8292,-0.0717,0.3157
minutes,may,T1,cfnai,-2,198,-0.0404,0.5719,-0.0921,0.1969
minutes,may,T1,cfnai,-1,198,-0.1065,0.1355,-0.1192,0.0945
minutes,may,T1,cfnai,0,198,-0.2217,0.0017,-0.2156,0.0023
minutes,may,T1,cfnai,1,198,-0.1121,0.1159,-0.2912,0.0
minutes,may,T1,cfnai,2,198,-0.0756,0.2897,-0.2809,0.0001
minutes,may,T1,cfnai,3,198,0.0276,0.6995,-0.1792,0.0115
minutes,may,T1,cfnai,4,196,-0.0876,0.2221,-0.2459,0.0005
minutes,may,T1,cfnai,5,194,-0.1408,0.0502,-0.2461,0.0005
minutes,may,T1,cfnai,6,194,-0.1084,0.1326,-0.186,0.0094
minutes,may,T1,cfnai,7,192,0.0128,0.8597,-0.1177,0.1039
minutes,may,T1,cfnai,8,190,0.0267,0.7146,-0.1308,0.072
minutes,may,T1,cfnai,9,190,0.1468,0.0432,-0.0869,0.2334
minutes,may,T1,vix,-9,198,-0.1313,0.0651,-0.1159,0.1038
minutes,may,T1,vix,-8,198,-0.1594,0.0249,-0.1234,0.0833
minutes,may,T1,vix,-7,198,-0.1666,0.019,-0.2129,0.0026
minutes,may,T1,vix,-6,198,-0.1892,0.0076,-0.2069,0.0034
minutes,may,T1,vix,-5,198,-0.2103,0.0029,-0.2373,0.0008
minutes,may,T1,vix,-4,198,-0.223,0.0016,-0.1841,0.0094
minutes,may,T1,vix,-3,198,-0.1469,0.0389,-0.1449,0.0417
minutes,may,T1,vix,-2,198,-0.1568,0.0273,-0.1261,0.0766
minutes,may,T1,vix,-1,198,-0.1278,0.0728,-0.2671,0.0001
minutes,may,T1,vix,0,198,-0.1779,0.0121,-0.2237,0.0015
minutes,may,T1,vix,1,198,-0.2193,0.0019,-0.2347,0.0009
minutes,may,T1,vix,2,198,-0.078,0.2745,-0.1175,0.0993
minutes,may,T1,vix,3,198,-0.0033,0.9634,-0.0341,0.6339
minutes,may,T1,vix,4,196,-0.0057,0.9363,0.0036,0.9597
minutes,may,T1,vix,5,194,0.0319,0.6591,-0.0375,0.6033
minutes,may,T1,vix,6,194,-0.1089,0.1306,-0.1632,0.023
minutes,may,T1,vix,7,192,-0.1228,0.0896,-0.1182,0.1025
minutes,may,T1,vix,8,190,-0.1073,0.1408,-0.1035,0.1552
minutes,may,T1,vix,9,190,-0.1201,0.0987,-0.0156,0.8311
minutes,may,T2,cfnai,-9,182,0.1,0.1793,0.1046,0.1598
minutes,may,T2,cfnai,-8,182,-0.0053,0.9433,-0.0417,0.5761
minutes,may,T2,cfnai,-7,182,-0.0458,0.5393,-0.0257,0.7301
minutes,may,T2,cfnai,-6,182,-0.1759,0.0175,-0.0261,0.7262
minutes,may,T2,cfnai,-5,182,-0.1743,0.0186,-0.0711,0.3401
minutes,may,T2,cfnai,-4,182,-0.1331,0.0734,-0.057,0.4446
minutes,may,T2,cfnai,-3,182,-0.1753,0.0179,-0.1011,0.1743
minutes,may,T2,cfnai,-2,182,-0.0558,0.4545,-0.0308,0.6802
minutes,may,T2,cfnai,-1,182,-0.0992,0.1827,-0.0563,0.4504
minutes,may,T2,cfnai,0,182,-0.1542,0.0376,-0.1309,0.0783
minutes,may,T2,cfnai,1,182,-0.223,0.0025,-0.2285,0.0019
minutes,may,T2,cfnai,2,182,-0.2591,0.0004,-0.2506,0.0006
minutes,may,T2,cfnai,3,182,-0.1683,0.0232,-0.1854,0.0122
minutes,may,T2,cfnai,4,180,-0.1081,0.1486,-0.1963,0.0083
minutes,may,T2,cfnai,5,178,-0.1227,0.1028,-0.2142,0.0041
minutes,may,T2,cfnai,6,178,-0.0955,0.2049,-0.1186,0.1149
minutes,may,T2,cfnai,7,176,0.029,0.7024,-0.0744,0.3266
minutes,may,T2,cfnai,8,174,0.0676,0.3756,-0.0567,0.457
minutes,may,T2,cfnai,9,174,0.1715,0.0236,-0.0218,0.7748
minutes,may,T2,vix,-9,182,-0.0729,0.3278,-0.0979,0.1887
minutes,may,T2,vix,-8,182,-0.1112,0.1349,-0.1414,0.0569
minutes,may,T2,vix,-7,182,-0.0983,0.1866,-0.1664,0.0248
minutes,may,T2,vix,-6,182,-0.0883,0.2357,-0.1586,0.0325
minutes,may,T2,vix,-5,182,-0.1114,0.1342,-0.1537,0.0383
minutes,may,T2,vix,-4,182,-0.1495,0.044,-0.1071,0.15
minutes,may,T2,vix,-3,182,-0.0819,0.272,-0.0644,0.3878
minutes,may,T2,vix,-2,182,-0.0965,0.1949,-0.0626,0.4012
minutes,may,T2,vix,-1,182,-0.2344,0.0015,-0.2275,0.002
minutes,may,T2,vix,0,182,-0.1934,0.0089,-0.1657,0.0254
minutes,may,T2,vix,1,182,-0.1934,0.0089,-0.1793,0.0155
minutes,may,T2,vix,2,182,-0.0571,0.444,-0.0415,0.5782
minutes,may,T2,vix,3,182,0.0421,0.5722,0.0408,0.5842
minutes,may,T2,vix,4,180,0.04,0.5939,0.0778,0.2991
minutes,may,T2,vix,5,178,0.0416,0.5817,0.0054,0.9432
minutes,may,T2,vix,6,178,-0.1109,0.1405,-0.1409,0.0606
minutes,may,T2,vix,7,176,-0.1269,0.0934,-0.1044,0.1679
minutes,may,T2,vix,8,174,-0.1064,0.1625,-0.0794,0.2979
minutes,may,T2,vix,9,174,-0.1447,0.0567,-0.0028,0.9711
minutes,should,T1,cfnai,-9,198,0.1945,0.006,-0.0209,0.77
minutes,should,T1,cfnai,-8,198,0.2185,0.002,0.1043,0.1435
minutes,should,T1,cfnai,-7,198,0.1029,0.1492,0.0676,0.3442
minutes,should,T1,cfnai,-6,198,-0.0126,0.8607,0.0236,0.7418
minutes,should,T1,cfnai,-5,198,-0.0499,0.4852,-0.0922,0.1965
minutes,should,T1,cfnai,-4,198,0.035,0.624,-0.0129,0.8574
minutes,should,T1,cfnai,-3,198,0.0713,0.3181,0.101,0.1568
minutes,should,T1,cfnai,-2,198,0.0267,0.7093,0.0122,0.8643
minutes,should,T1,cfnai,-1,198,0.0374,0.6005,0.0694,0.3313
minutes,should,T1,cfnai,0,198,0.0034,0.9619,0.0761,0.2868
minutes,should,T1,cfnai,1,198,0.0148,0.8364,0.0709,0.3207
minutes,should,T1,cfnai,2,198,-0.0014,0.9843,0.0699,0.3281
minutes,should,T1,cfnai,3,198,-0.0633,0.3753,0.0352,0.6224
minutes,should,T1,cfnai,4,196,-0.0115,0.8734,0.088,0.2198
minutes,should,T1,cfnai,5,194,0.018,0.8037,0.0995,0.1675
minutes,should,T1,cfnai,6,194,0.0451,0.5328,0.1675,0.0196
minutes,should,T1,cfnai,7,192,-0.0377,0.604,0.1042,0.1505
minutes,should,T1,cfnai,8,190,-0.0462,0.5266,0.0224,0.759
minutes,should,T1,cfnai,9,190,0.0288,0.6936,0.0556,0.446
minutes,should,T1,vix,-9,198,-0.1771,0.0126,-0.049,0.4929
minutes,should,T1,vix,-8,198,-0.1234,0.0833,-0.0794,0.2662
minutes,should,T1,vix,-7,198,-0.182,0.0103,-0.1642,0.0208
minutes,should,T1,vix,-6,198,-0.1696,0.0169,-0.1383,0.052
minutes,should,T1,vix,-5,198,-0.1987,0.005,-0.1306,0.0667
minutes,should,T1,vix,-4,198,-0.1937,0.0062,-0.1722,0.0153
minutes,should,T1,vix,-3,198,-0.242,0.0006,-0.2144,0.0024
minutes,should,T1,vix,-2,198,-0.2897,0.0,-0.2515,0.0004
minutes,should,T1,vix,-1,198,-0.1824,0.0101,-0.1856,0.0089
minutes,should,T1,vix,0,198,-0.1909,0.0071,-0.1538,0.0305
minutes,should,T1,vix,1,198,-0.1924,0.0066,-0.1813,0.0106
minutes,should,T1,vix,2,198,-0.0438,0.5405,-0.1443,0.0425
minutes,should,T1,vix,3,198,-0.12,0.0923,-0.1428,0.0448
minutes,should,T1,vix,4,196,-0.1323,0.0645,-0.1372,0.0551
minutes,should,T1,vix,5,194,0.0537,0.4569,-0.0079,0.913
minutes,should,T1,vix,6,194,0.0844,0.2421,0.0662,0.3592
minutes,should,T1,vix,7,192,0.062,0.3926,0.0528,0.4668
minutes,should,T1,vix,8,190,0.0427,0.5589,0.0322,0.6588
minutes,should,T1,vix,9,190,-0.0258,0.7242,-0.0505,0.4892
minutes,should,T2,cfnai,-9,182,0.179,0.0156,-0.0694,0.3516
minutes,should,T2,cfnai,-8,182,0.178,0.0162,0.0902,0.2261
minutes,should,T2,cfnai,-7,182,0.1114,0.1344,0.043,0.5641
minutes,should,T2,cfnai,-6,182,-0.0763,0.3059,-0.0302,0.6859
minutes,should,T2,cfnai,-5,182,-0.1403,0.059,-0.1041,0.1619
minutes,should,T2,cfnai,-4,182,-0.0176,0.8134,-0.0303,0.6848
minutes,should,T2,cfnai,-3,182,0.0936,0.2089,0.1008,0.1756
minutes,should,T2,cfnai,-2,182,0.0888,0.2331,0.0638,0.392
minutes,should,T2,cfnai,-1,182,0.1177,0.1135,0.13,0.0804
minutes,should,T2,cfnai,0,182,0.1116,0.1336,0.1184,0.1115
minutes,should,T2,cfnai,1,182,0.1872,0.0114,0.1507,0.0423
minutes,should,T2,cfnai,2,182,0.0777,0.2972,0.1281,0.0849
minutes,should,T2,cfnai,3,182,0.1467,0.0482,0.124,0.0955
minutes,should,T2,cfnai,4,180,0.1291,0.0842,0.1915,0.01
minutes,should,T2,cfnai,5,178,0.1313,0.0807,0.1872,0.0124
minutes,should,T2,cfnai,6,178,0.0167,0.8251,0.2344,0.0016
minutes,should,T2,cfnai,7,176,-0.0593,0.4342,0.1615,0.0322
minutes,should,T2,cfnai,8,174,-0.0469,0.5384,0.055,0.4708
minutes,should,T2,cfnai,9,174,0.0331,0.6648,0.093,0.2222
minutes,should,T2,vix,-9,182,-0.1269,0.0878,-0.0287,0.7008
minutes,should,T2,vix,-8,182,-0.157,0.0343,-0.1007,0.1762
minutes,should,T2,vix,-7,182,-0.1977,0.0075,-0.1538,0.0382
minutes,should,T2,vix,-6,182,-0.1206,0.105,-0.1061,0.1541
minutes,should,T2,vix,-5,182,-0.1808,0.0146,-0.1125,0.1304
minutes,should,T2,vix,-4,182,-0.2157,0.0034,-0.1467,0.0481
minutes,should,T2,vix,-3,182,-0.2337,0.0015,-0.1792,0.0155
minutes,should,T2,vix,-2,182,-0.2662,0.0003,-0.2131,0.0039
minutes,should,T2,vix,-1,182,-0.2145,0.0036,-0.147,0.0477
minutes,should,T2,vix,0,182,-0.183,0.0134,-0.0991,0.183
minutes,should,T2,vix,1,182,-0.1561,0.0354,-0.1502,0.0429
minutes,should,T2,vix,2,182,-0.1229,0.0983,-0.1404,0.0588
minutes,should,T2,vix,3,182,-0.1452,0.0505,-0.1366,0.066
minutes,should,T2,vix,4,180,-0.1395,0.0618,-0.1382,0.0644
minutes,should,T2,vix,5,178,0.0599,0.4269,0.0123,0.8701
minutes,should,T2,vix,6,178,0.0933,0.2156,0.0802,0.287
minutes,should,T2,vix,7,176,0.0822,0.2782,0.0671,0.3761
minutes,should,T2,vix,8,174,0.0429,0.5738,0.0346,0.6507
minutes,should,T2,vix,9,174,-0.0407,0.5941,-0.0613,0.422
minutes,will,T1,cfnai,-9,198,0.0453,0.5267,0.025,0.7268
minutes,will,T1,cfnai,-8,198,0.0118,0.8689,-0.1523,0.0323
minutes,will,T1,cfnai,-7,198,-0.0461,0.5187,-0.1472,0.0385
minutes,will,T1,cfnai,-6,198,-0.0953,0.1818,-0.1036,0.1462
minutes,will,T1,cfnai,-5,198,-0.0837,0.2413,-0.1157,0.1044
minutes,will,T1,cfnai,-4,198,-0.0013,0.9853,-0.0208,0.7709
minutes,will,T1,cfnai,-3,198,0.0445,0.5335,-0.1324,0.0629
minutes,will,T1,cfnai,-2,198,0.0357,0.6178,-0.0908,0.2034
minutes,will,T1,cfnai,-1,198,0.0111,0.8766,-0.087,0.223
minutes,will,T1,cfnai,0,198,0.0022,0.9759,-0.1409,0.0477
minutes,will,T1,cfnai,1,198,0.0295,0.6803,-0.1209,0.0898
minutes,will,T1,cfnai,2,198,0.0272,0.7039,-0.1102,0.1222
minutes,will,T1,cfnai,3,198,-0.1022,0.152,-0.2588,0.0002
minutes,will,T1,cfnai,4,196,-0.1635,0.022,-0.3217,0.0
minutes,will,T1,cfnai,5,194,-0.1839,0.0103,-0.3525,0.0
minutes,will,T1,cfnai,6,194,-0.0156,0.829,-0.2105,0.0032
minutes,will,T1,cfnai,7,192,0.0502,0.4897,-0.1819,0.0115
minutes,will,T1,cfnai,8,190,0.0354,0.6278,-0.2323,0.0013
minutes,will,T1,cfnai,9,190,-0.0074,0.9197,-0.1811,0.0124
minutes,will,T1,vix,-9,198,-0.1126,0.1143,-0.0688,0.3356
minutes,will,T1,vix,-8,198,-0.0595,0.4048,-0.071,0.3205
minutes,will,T1,vix,-7,198,-0.0976,0.1715,-0.1396,0.0497
minutes,will,T1,vix,-6,198,-0.1184,0.0967,-0.1405,0.0484
minutes,will,T1,vix,-5,198,-0.0745,0.2972,-0.0489,0.4937
minutes,will,T1,vix,-4,198,-0.1197,0.093,-0.0424,0.553
minutes,will,T1,vix,-3,198,-0.1221,0.0867,-0.0966,0.1759
minutes,will,T1,vix,-2,198,-0.1092,0.1256,-0.1076,0.1315
minutes,will,T1,vix,-1,198,-0.1693,0.0171,-0.1994,0.0049
minutes,will,T1,vix,0,198,-0.1786,0.0118,-0.1621,0.0225
minutes,will,T1,vix,1,198,-0.167,0.0187,-0.1629,0.0219
minutes,will,T1,vix,2,198,-0.0555,0.4371,-0.0731,0.306
minutes,will,T1,vix,3,198,-0.0305,0.67,-0.0762,0.2861
minutes,will,T1,vix,4,196,-0.0511,0.4768,-0.0599,0.4043
minutes,will,T1,vix,5,194,-0.1092,0.1295,-0.1267,0.0784
minutes,will,T1,vix,6,194,-0.1171,0.1038,-0.1843,0.0101
minutes,will,T1,vix,7,192,-0.1575,0.0292,-0.1755,0.0149
minutes,will,T1,vix,8,190,-0.0949,0.1925,-0.0989,0.1746
minutes,will,T1,vix,9,190,-0.1008,0.1666,-0.0893,0.2206
minutes,will,T2,cfnai,-9,182,0.0334,0.6541,0.0118,0.8745
minutes,will,T2,cfnai,-8,182,-0.0408,0.584,-0.1686,0.0229
minutes,will,T2,cfnai,-7,182,-0.09,0.2267,-0.1779,0.0163
minutes,will,T2,cfnai,-6,182,-0.1177,0.1135,-0.1378,0.0636
minutes,will,T2,cfnai,-5,182,-0.0908,0.2228,-0.1317,0.0763
minutes,will,T2,cfnai,-4,182,-0.0819,0.2717,-0.0639,0.3914
minutes,will,T2,cfnai,-3,182,-0.1295,0.0814,-0.1655,0.0256
minutes,will,T2,cfnai,-2,182,-0.0595,0.4253,-0.1303,0.0795
minutes,will,T2,cfnai,-1,182,-0.1146,0.1236,-0.1444,0.0518
minutes,will,T2,cfnai,0,182,-0.1515,0.0412,-0.1811,0.0144
minutes,will,T2,cfnai,1,182,-0.1848,0.0125,-0.1733,0.0193
minutes,will,T2,cfnai,2,182,-0.1407,0.0581,-0.1723,0.02
minutes,will,T2,cfnai,3,182,-0.1811,0.0144,-0.2539,0.0005
minutes,will,T2,cfnai,4,180,-0.1321,0.077,-0.3135,0.0
minutes,will,T2,cfnai,5,178,-0.1403,0.0618,-0.3217,0.0
minutes,will,T2,cfnai,6,178,-0.0136,0.857,-0.2245,0.0026
minutes,will,T2,cfnai,7,176,0.057,0.4527,-0.1999,0.0078
